room_id,host_id,room_type,country,city,neighborhood,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,deleted,minstay,last_modified,latitude,longitude,survey_id,location,coworker_hosted,extra_host_languages,name,property_type,currency,rate_type
7556928,39610649,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autonoma de Buenos Aires, Argentina",1,NA,1,1,2,121,0,NA,2018-02-08T16:52:22Z,-34.557034,-58.479179,1,0101000020E61000000AF7CABC553D4DC04A61DEE34C4741C0,NA,NA,"Habitación en ""Casa Núñez""",Apartment,ARS,nightly
769573,4059836,Private room,NA,NA,NA,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",0,NA,1,1,NA,121,0,NA,2018-02-08T16:52:22Z,-34.636664,-58.407044,1,0101000020E61000003A048E041A344DC03145B9347E5141C0,NA,NA,Alquilo habitación por 3 meses,Apartment,ARS,nightly
9032306,29003311,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,141,0,NA,2018-02-08T16:52:27Z,-34.601543,-58.431294,1,0101000020E6100000037B4CA434374DC0A1116C5CFF4C41C0,NA,NA,Habitacion privada en Villa Crespo,House,ARS,nightly
16828729,54497897,Private room,NA,NA,NA,"Buenos Aires, CABA, Argentina",5,4.5,2,1,1,262,0,NA,2018-02-08T17:32:25Z,-34.584165,-58.425652,1,0101000020E61000000EBDC5C37B364DC0E23B31EBC54A41C0,NA,NA,Cuarto en en el corazón de Palermo,Apartment,ARS,nightly
2671579,13676129,Private room,NA,NA,NA,"Lanús Este, Buenos Aires Province, Argentina",0,NA,3,3,1,141,0,NA,2018-02-08T16:52:27Z,-34.700462,-58.38109,1,0101000020E6100000946A9F8EC7304DC09E0B23BDA85941C0,NA,NA,alquilo habitacion amplia lanus centtro,Apartment,ARS,nightly
16097606,101833835,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1.5,303,0,NA,2018-02-08T17:35:20Z,-34.57272,-58.432907,1,0101000020E6100000D09A1F7F69374DC0EFE192E34E4941C0,NA,NA,Las Cañitas - Great room available to share,Apartment,ARS,nightly
21093983,14751990,Private room,NA,NA,NA,"Balvanera, Buenos Aires, Argentina",9,4.5,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.604513,-58.405764,1,0101000020E610000073F22213F0334DC0E08096AE604D41C0,NA,NA,Habitación individual en once,Dorm,ARS,nightly
21699528,125151855,Private room,NA,NA,NA,"Boedo, Buenos Aires, Argentina",2,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.625684,-58.415527,1,0101000020E610000070CD1DFD2F354DC0B3D0CE69165041C0,NA,NA,Habitación privada en departamento para chica ,Apartment,ARS,nightly
14567784,90237853,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,NA,1,1,2,182,0,NA,2018-02-08T16:52:39Z,-34.636358,-58.522135,1,0101000020E6100000698CD651D5424DC02446CF2D745141C0,NA,NA,haremos lo posible para que conozcan este barrio,House,ARS,nightly
21780860,158704595,Private room,NA,NA,NA,"Almagro, Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.60451,-58.414378,1,0101000020E610000048179B560A354DC06F0D6C95604D41C0,NA,NA,Habitacion para pareja,Apartment,ARS,nightly
21077670,151910682,Private room,NA,NA,NA,"Buenos Aires, CABA, Argentina",0,NA,1,0,1,182,0,NA,2018-02-08T16:52:39Z,-34.56689,-58.454285,1,0101000020E61000001C08C902263A4DC0F836FDD98F4841C0,NA,NA,Hogar Ananda,Apartment,ARS,nightly
16249980,51933194,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.615642,-58.405881,1,0101000020E6100000AD889AE8F3334DC0A305685BCD4E41C0,NA,NA,habitacion disponible en zona con mucha movilidad,House,ARS,nightly
16204061,105840273,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1.5,162,0,NA,2018-02-08T16:52:39Z,-34.624372,-58.410246,1,0101000020E61000004CA8E0F082344DC0E144F46BEB4F41C0,NA,NA,Single room in a bohemian &amp; artistic shared house,House,ARS,nightly
21213425,24475454,Private room,NA,NA,NA,"La Boca, Buenos Aires, Argentina",1,NA,1,1,2,182,0,NA,2018-02-08T16:52:39Z,-34.636195,-58.364098,1,0101000020E6100000FE4465C39A2E4DC07A7077D66E5141C0,NA,NA,Habitacion en casa antigua,House,ARS,nightly
13710575,79905058,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.617855,-58.382056,1,0101000020E6100000CB9E0436E7304DC0C55565DF154F41C0,NA,NA,Habitacion individual para mujer,Apartment,ARS,nightly
19434256,136246213,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.604144,-58.425139,1,0101000020E610000088A06AF46A364DC08D093197544D41C0,NA,NA,En palestina!,Apartment,ARS,nightly
12001507,60492921,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.559542,-58.463091,1,0101000020E61000003509DE90463B4DC0855E7F129F4741C0,NA,NA,Beautiful bedroom in Belgrano Town,House,ARS,nightly
16813429,10325671,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",5,4,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.620245,-58.370771,1,0101000020E610000011A7936C752F4DC0F6402B30644F41C0,NA,NA,Cozy attic room in San Telmo,Loft,ARS,nightly
14439256,88881663,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",7,5,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.6138,-58.381125,1,0101000020E6100000105839B4C8304DC0742497FF904E41C0,NA,NA,"Departamento zona Monserrat, cerca de todo",Apartment,ARS,nightly
20803185,149157375,Private room,NA,NA,NA,"Piñeiro, Buenos Aires, Argentina",1,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.67659,-58.392002,1,0101000020E6100000B9FB1C1F2D324DC07B6649809A5641C0,NA,NA,Xanadu,House,ARS,nightly
9313983,48344654,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",1,NA,1,1,1,162,0,NA,2018-02-08T16:52:39Z,-34.529853,-58.495972,1,0101000020E6100000A9DDAF027C3F4DC000581D39D24341C0,NA,NA,Alquiler habitación Vicente Lopez,Apartment,ARS,nightly
18782977,130721844,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:52:39Z,-34.618208,-58.372458,1,0101000020E6100000199128B4AC2F4DC013109370214F41C0,NA,NA,Habitacion privada en San Telmo en calle Defensa,Apartment,ARS,nightly
6723565,35207581,Private room,NA,NA,NA,"Barracas, Buenos Aires, Argentina",0,NA,1,1,2,182,0,NA,2018-02-08T16:52:39Z,-34.626811,-58.373654,1,0101000020E61000008202EFE4D32F4DC0F3E2C4573B5041C0,NA,NA,Casa compartida- San Telmo,House,ARS,nightly
11056486,51518680,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,2,162,0,NA,2018-02-08T16:52:39Z,-34.616411,-58.41894,1,0101000020E61000003D7E6FD39F354DC084F23E8EE64E41C0,NA,NA,HABITACIÓN AMOBLADA CHICA,House,ARS,nightly
18304250,41462010,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",15,5,1,1,1,283,0,NA,2018-02-08T17:32:25Z,-34.584188,-58.428331,1,0101000020E6100000766EDA8CD3364DC09A5B21ACC64A41C0,NA,NA,Palermo Mágico - Habitación Privada,House,ARS,nightly
22803385,168511344,Private room,NA,NA,NA,"Palermo, Buenos Aires, Argentina",0,NA,1,1,2,262,0,NA,2018-02-08T17:32:25Z,-34.583759,-58.413852,1,0101000020E61000002DB1321AF9344DC072DF6A9DB84A41C0,NA,NA,La casa de Elena,Apartment,ARS,nightly
10075621,21135309,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,2,1,1,202,0,NA,2018-02-08T17:16:14Z,-34.641634,-58.480919,1,0101000020E61000003483F8C08E3D4DC037001B10215241C0,NA,NA,"Furnished room, NO curfew.",Apartment,ARS,nightly
22272889,162764612,Private room,NA,NA,NA,"Villa Santa Rita, Buenos Aires, Argentina",0,NA,1,1,2,202,0,NA,2018-02-08T16:55:55Z,-34.622333,-58.479671,1,0101000020E610000079EBFCDB653D4DC05C1C959BA84F41C0,NA,NA,CASA CONFORTABLE CERCA DE AVENIDAS,Guest suite,ARS,nightly
11282219,58931179,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1.5,202,0,NA,2018-02-08T17:16:14Z,-34.637699,-58.463313,1,0101000020E6100000E46723D74D3B4DC090D8EE1EA05141C0,NA,NA,"Casa espaciosa, luminosa, hermosa.",House,ARS,nightly
17136560,103033955,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,2,1,2,303,0,NA,2018-02-08T17:32:25Z,-34.585656,-58.414703,1,0101000020E6100000CC46E7FC14354DC0645A9BC6F64A41C0,NA,NA,Alquilo habitación en el barrio de Palermo,Apartment,ARS,nightly
21478142,130829393,Private room,NA,NA,NA,"Monserrat, Buenos Aires, Argentina",11,5,1,1,1,202,0,NA,2018-02-08T16:55:56Z,-34.61655,-58.383812,1,0101000020E6100000FBE769C020314DC0A52C431CEB4E41C0,NA,NA,-Excelente  habitación a metros de av. 9 de Julio,Apartment,ARS,nightly
2116899,1005885,Private room,NA,NA,NA,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",132,4.5,1,1,1,303,0,NA,2018-02-08T17:16:17Z,-34.619263,-58.388635,1,0101000020E61000005D8AABCABE314DC0B94F8E02444F41C0,NA,NA,Tiny private room in BA,Apartment,ARS,nightly
19481110,136716717,Private room,NA,NA,NA,"Colegiales, Buenos Aires, Argentina",1,NA,1,1,1,202,0,NA,2018-02-08T16:55:56Z,-34.568601,-58.453169,1,0101000020E6100000D0471971013A4DC088BCE5EAC74841C0,NA,NA,very comfortable and friendly place near subway,Dorm,ARS,nightly
19121867,64818384,Private room,NA,NA,NA,"Palermo, Buenos Aires, Argentina",11,5,1,1,2,303,0,NA,2018-02-08T17:32:25Z,-34.581928,-58.420644,1,0101000020E61000001BA19FA9D7354DC03750E09D7C4A41C0,NA,NA,"Habitación privada en Palermo, Plaza Italia",Apartment,ARS,nightly
13495833,77367851,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,2,1,1,202,0,NA,2018-02-08T17:12:57Z,-34.632537,-58.422587,1,0101000020E61000007D5BB05417364DC04641F0F8F65041C0,NA,NA,"Depto Boedo, Capital Federal, BsAs, 20 min centro",Apartment,ARS,nightly
19265694,49535824,Private room,NA,NA,NA,"San Cristobal, Buenos Aires, Argentina",3,5,1,1,1,202,0,NA,2018-02-08T16:55:57Z,-34.622979,-58.394863,1,0101000020E610000042B3EBDE8A324DC0228C9FC6BD4F41C0,NA,NA,"Departamento en San Cristobal, Buenos Aires",In-law,ARS,nightly
19113199,114199990,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,1,1,2,202,0,NA,2018-02-08T17:10:00Z,-34.597375,-58.482314,1,0101000020E610000094331477BC3D4DC05839B4C8764C41C0,NA,NA,Casa frente al Parque Agronomia,House,ARS,nightly
11060318,51518680,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.5,1,1,2,202,0,NA,2018-02-08T17:12:57Z,-34.618505,-58.419584,1,0101000020E610000062F6B2EDB4354DC0CCB4FD2B2B4F41C0,NA,NA,AMPLIA HABITACIÓN INDIVIDUAL AMOBLADA,House,ARS,nightly
21593186,14751990,Private room,NA,NA,NA,"Balvanera, Buenos Aires, Argentina",7,4.5,2,1,1,202,0,NA,2018-02-08T16:55:58Z,-34.603044,-58.405313,1,0101000020E610000063D2DF4BE1334DC04606B98B304D41C0,NA,NA,Cuarto privado zona Abasto y Recoleta con balcón,Dorm,ARS,nightly
23088667,171462471,Private room,NA,NA,NA,"Caballito, Buenos Aires, Argentina",0,NA,2,1,1,262,0,NA,2018-02-08T17:16:17Z,-34.619633,-58.438743,1,0101000020E6100000AA2C0ABB28384DC0DD425722504F41C0,NA,NA,"Luz, sol y vista única en buenos Aires !!",Apartment,ARS,nightly
16722042,105325174,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",1,NA,1,1,1,182,0,NA,2018-02-08T16:52:47Z,-34.617484,-58.431445,1,0101000020E6100000E882FA9639374DC0D1E638B7094F41C0,NA,NA,Habitación en casa de familia,Apartment,ARS,nightly
12269215,65908217,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,202,0,NA,2018-02-08T17:12:57Z,-34.62464,-58.403091,1,0101000020E6100000EE27637C98334DC000E31934F44F41C0,NA,NA,Se ofrece Habitación Privada Amplia,House,ARS,nightly
21908080,104387880,Private room,NA,NA,NA,"Balvanera, Buenos Aires, Argentina",4,5,2,1,1,202,0,NA,2018-02-08T16:58:58Z,-34.610233,-58.397179,1,0101000020E610000039D4EFC2D6324DC051F86C1D1C4E41C0,NA,NA,Love where you stay! - Private bedroom,Guest suite,ARS,nightly
18007223,123782725,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",4,5,2,1,1,202,0,NA,2018-02-08T17:12:57Z,-34.623028,-58.387577,1,0101000020E610000045D7851F9C314DC0033FAA61BF4F41C0,NA,NA,Habitación individual.,Apartment,ARS,nightly
16805031,98039789,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",55,5,1,1,1.5,242,0,NA,2018-02-08T17:16:17Z,-34.600427,-58.436131,1,0101000020E6100000CAE2FE23D3374DC05551BCCADA4C41C0,NA,NA,Habitación luminosa en departamento de artista,Apartment,ARS,nightly
2329216,10239725,Private room,NA,NA,NA,"Lanús Oeste, Buenos Aires Province, Argentina",38,5,2,1,1,202,0,NA,2018-02-08T17:10:18Z,-34.699097,-58.39304,1,0101000020E61000008A027D224F324DC0A9DDAF027C5941C0,NA,NA,Luxury and big apt for 2 in BA,Apartment,ARS,nightly
19590287,61320481,Private room,NA,NA,NA,"Parque Chacabuco, Buenos Aires, Argentina",1,NA,1,1,1,202,0,NA,2018-02-08T17:12:57Z,-34.616371,-58.431283,1,0101000020E61000000F29064834374DC0F699B33EE54E41C0,NA,NA,Hogar en el hermoso barrio de Caballito,Guest suite,ARS,nightly
13923978,82682898,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",12,4.5,1,1,1,202,0,NA,2018-02-08T17:04:00Z,-34.592916,-58.394576,1,0101000020E6100000ACE4637781324DC038A3E6ABE44B41C0,NA,NA,"Recoleta , habitacion estudiante salida a terraza",Apartment,ARS,nightly
19508489,62043985,Private room,NA,NA,NA,"Recoleta, Buenos Aires, Argentina",0,NA,4,2,2,202,0,NA,2018-02-08T17:04:00Z,-34.590478,-58.407553,1,0101000020E61000007F315BB22A344DC0F58079C8944B41C0,NA,NA,Palermo rooms for students,Apartment,ARS,nightly
22293098,162935184,Private room,NA,NA,NA,"Retiro, Buenos Aires, Argentina",0,NA,1,1,1,202,0,NA,2018-02-08T17:01:31Z,-34.58896,-58.38356,1,0101000020E6100000E2067C7E18314DC07A53910A634B41C0,NA,NA,Luminoso y confortable en Recoleta.,Apartment,ARS,nightly
9310998,38367705,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,NA,1,1,2,202,0,NA,2018-02-08T17:01:31Z,-34.598308,-58.379555,1,0101000020E610000043041C4295304DC0B477465B954C41C0,NA,NA,BEAUTIFUL HOUSE IN DOWNTOWN !,House,ARS,nightly
11610404,61463558,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",1,NA,1,1,0,202,0,NA,2018-02-08T17:04:05Z,-34.585559,-58.428451,1,0101000020E610000021787C7BD7364DC07270E998F34A41C0,NA,NA,Linda habitación en Palermo Soho,Condominium,ARS,nightly
22667427,109700438,Private room,NA,NA,NA,"Belgrano, Buenos Aires, Argentina",0,NA,1,1,1,283,0,NA,2018-02-08T17:16:17Z,-34.560612,-58.464306,1,0101000020E610000015AB06616E3B4DC061DF4E22C24741C0,NA,NA,Casa Cactus Belgrano |Hab.priv. 1 pers|Cama indiv.,Apartment,ARS,nightly
8070732,33859231,Private room,NA,NA,NA,"Buenos Aires, Capital Federal, Argentina",3,4.5,1,1,1,202,0,NA,2018-02-08T17:04:05Z,-34.585329,-58.4113,1,0101000020E6100000226C787AA5344DC04033880FEC4A41C0,NA,NA,Espectacular 2/1 en Alto Palermo,Apartment,ARS,nightly
9951730,50539716,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.5,1,1,1,202,0,NA,2018-02-08T17:04:05Z,-34.582661,-58.428581,1,0101000020E6100000EF5701BEDB364DC0CCD3B9A2944A41C0,NA,NA,Beautiful apartment in Palermo!,Apartment,ARS,nightly
15175622,356608,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.5,1,1,3,202,0,NA,2018-02-08T17:04:05Z,-34.590092,-58.419196,1,0101000020E6100000984EEB36A8354DC0CCD07822884B41C0,NA,NA,Habitación individual en enorme casa,Guesthouse,ARS,nightly
9791553,21464756,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",18,4.5,3,1,1,202,0,NA,2018-02-08T17:04:05Z,-34.592055,-58.421836,1,0101000020E61000004223D8B8FE354DC076374F75C84B41C0,NA,NA,Habitacion PRIVADA.,House,ARS,nightly
22760073,168022795,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,2,1,1,222,0,NA,2018-02-08T17:16:17Z,-34.602422,-58.495299,1,0101000020E6100000EA5E27F5653F4DC00932022A1C4D41C0,NA,NA,La Tanta - Casa de barrio,House,ARS,nightly
23076848,116606739,Private room,NA,NA,NA,"Luján, Buenos Aires, Argentina",0,NA,1,1,1,222,0,NA,2018-02-08T17:16:17Z,-34.62119,-58.379327,1,0101000020E6100000B2BE81C98D304DC0164D6727834F41C0,NA,NA,Luminoso en San Telmo para 1 o 2 personas,Apartment,ARS,nightly
22431100,52252540,Private room,NA,NA,NA,"San Telmo, Buenos Aires, Argentina",4,5,1,0,1,303,0,NA,2018-02-08T17:16:17Z,-34.617936,-58.372437,1,0101000020E61000000169FF03AC2F4DC0B282DF86184F41C0,NA,NA,Single Room in the Heart of San Telmo | BA,House,ARS,nightly
22704514,166064148,Private room,NA,NA,NA,"Saavedra, Buenos Aires, Argentina",1,NA,1,1,1,222,0,NA,2018-02-08T17:16:17Z,-34.5496,-58.48618,1,0101000020E610000011FC6F253B3E4DC0D8F0F44A594641C0,NA,NA,Private room in Saavedra,Apartment,ARS,nightly
21677024,157792262,Private room,NA,NA,NA,"San Cristobal, Buenos Aires, Argentina",0,NA,2,1,1,202,0,NA,2018-02-08T17:10:18Z,-34.622791,-58.394531,1,0101000020E61000000C21E7FD7F324DC01F9F909DB74F41C0,NA,NA,Habitación amplia y bastante confortable!!,Dorm,ARS,nightly
21022419,11997022,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,1,1,1.5,303,0,NA,2018-02-08T17:32:25Z,-34.590513,-58.411585,1,0101000020E6100000184339D1AE344DC0726E13EE954B41C0,NA,NA,Habitacion Indivual ideal para estudiantes,Apartment,ARS,nightly
9735218,38507726,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,162,0,NA,2018-02-08T16:55:15Z,-34.58633,-58.413116,1,0101000020E610000028BA2EFCE0344DC0F35487DC0C4B41C0,NA,NA,Busco Roomate :),Apartment,ARS,nightly
22067254,161194507,Private room,NA,NA,NA,"Palermo, Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:55:15Z,-34.58525,-58.418874,1,0101000020E61000008692C9A99D354DC0F4FDD478E94A41C0,NA,NA,Depto en Palermo,Guest suite,ARS,nightly
12558045,50810034,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,162,0,NA,2018-02-08T16:55:15Z,-34.612425,-58.40176,1,0101000020E6100000A56B26DF6C334DC05C2041F1634E41C0,NA,NA,Habitacion en Casa Alsina,Apartment,ARS,nightly
17084785,114644475,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,2,1,1,202,0,NA,2018-02-08T17:10:18Z,-34.636374000000004,-58.365627,1,0101000020E61000006EC493DDCC2E4DC02A0307B4745141C0,NA,NA,"Habitación en pleno barrio de ""La Boca""",House,ARS,nightly
22210128,13359228,Private room,NA,NA,NA,"Monserrat, Buenos Aires, Argentina",4,4.5,4,4,8,303,0,NA,2018-02-08T17:18:55Z,-34.615326,-58.379601,1,0101000020E6100000B343FCC396304DC073309B00C34E41C0,NA,NA,"Hostelmo, Triple room with private bathroom",Boutique hotel,ARS,nightly
20464650,146106175,Private room,NA,NA,NA,"Balvanera, Buenos Aires, Argentina",16,5,1,1,1,283,0,NA,2018-02-08T17:16:17Z,-34.617621,-58.40732,1,0101000020E6100000DC80CF0F23344DC0522976340E4F41C0,NA,NA,Habitación con balcón propio en casa luminosa,House,ARS,nightly
8874120,16330309,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,1,1,1,162,0,NA,2018-02-08T16:55:17Z,-34.573819,-58.499228,1,0101000020E6100000AE9FFEB3E63F4DC06669A7E6724941C0,NA,NA,Room-for-rent on family apartment,Apartment,ARS,nightly
9209769,47898726,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,162,0,NA,2018-02-08T16:55:17Z,-34.59923,-58.437538,1,0101000020E6100000EE60C43E01384DC01B649291B34C41C0,NA,NA,Depto muy comodo excelent ubicacion,Condominium,ARS,nightly
4832843,24878153,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,2,182,0,NA,2018-02-08T16:55:18Z,-34.601023,-58.454375,1,0101000020E61000005C8FC2F5283A4DC068925852EE4C41C0,NA,NA,Habitación con baño privado en casa,House,ARS,nightly
10113048,51898200,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,182,0,NA,2018-02-08T16:55:18Z,-34.597,-58.450113,1,0101000020E61000009240834D9D394DC023DBF97E6A4C41C0,NA,NA,"Hermoso cuarto, amueblado, luminoso y grande!",House,ARS,nightly
20299520,24165833,Private room,NA,NA,NA,"Recoleta, Buenos Aires, Argentina",3,5,1,1,1,202,0,NA,2018-02-08T17:07:02Z,-34.597053,-58.396058,1,0101000020E6100000DAA84E07B2324DC0467D923B6C4C41C0,NA,NA,Lovely apartment in Recoleta,Apartment,ARS,nightly
22019001,110446270,Private room,NA,NA,NA,"Recoleta, Buenos Aires, Argentina",6,4.5,3,3,3,303,0,NA,2018-02-08T17:32:25Z,-34.586678,-58.413715,1,0101000020E6100000AD6EF59CF4344DC02FA4C343184B41C0,NA,NA,Dorothy' s home shared apartment,Apartment,ARS,nightly
22513878,165236969,Private room,NA,NA,NA,"Constitución, Buenos Aires, Argentina",6,4.5,2,1,1,262,0,NA,2018-02-08T17:16:17Z,-34.619279,-58.386266,1,0101000020E610000043C70E2A71314DC0BF0CC688444F41C0,NA,NA,Habitación en Montserrat,Apartment,ARS,nightly
11053755,51518680,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",10,4.5,1,1,2,202,0,NA,2018-02-08T17:10:18Z,-34.618068,-58.41941,1,0101000020E6100000C4CE143AAF354DC0215A2BDA1C4F41C0,NA,NA,LUMINOSA HABITACIÓN INDIVIDUAL AMOBLADA,House,ARS,nightly
22604699,5850123,Private room,NA,NA,NA,"La Boca, Buenos Aires, Argentina",0,NA,2,1,1,202,0,NA,2018-02-08T16:56:15Z,-34.635625,-58.367656,1,0101000020E6100000CE16105A0F2F4DC08FC2F5285C5141C0,NA,NA,Cuarto en el sur de Buenos Aires,Apartment,ARS,nightly
18054172,115175087,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,2,1,1,202,0,NA,2018-02-08T17:10:18Z,-34.637139,-58.401552,1,0101000020E61000005BD2510E66334DC0C90050C58D5141C0,NA,NA,Habitación en hermosa casa grande,House,ARS,nightly
16499554,108386856,Private room,NA,NA,NA,"caballito, Ciudad Autónoma de Buenos Aires, Argentina",5,5,1,1,2,202,0,NA,2018-02-08T16:56:15Z,-34.609122,-58.450346,1,0101000020E610000035F10EF0A4394DC016A3AEB5F74D41C0,NA,NA,Habitación en casa de familia,House,ARS,nightly
13670895,36709703,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",7,5,2,1,1,202,0,NA,2018-02-08T17:07:08Z,-34.595047,-58.399347,1,0101000020E6100000BB6070CD1D334DC09D4A06802A4C41C0,NA,NA,Cozy bedroom // Acogedora habitación en Recoleta,Apartment,ARS,nightly
15237891,62937835,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",11,4.5,2,3,1,202,0,NA,2018-02-08T17:04:09Z,-34.614399,-58.407237,1,0101000020E61000004F5C8E5720344DC0F9D85DA0A44E41C0,NA,NA,Habitacion Amplia y comoda,Apartment,ARS,nightly
9542006,49419902,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,2,182,0,NA,2018-02-08T16:55:26Z,-34.6398,-58.417015,1,0101000020E610000081785DBF60354DC08BFD65F7E45141C0,NA,NA,Hab. amoblada en casa a compartir,House,ARS,nightly
20014017,141718868,Private room,NA,NA,NA,"San Nicolas, Buenos Aires, Argentina",1,NA,1,1,1,202,0,NA,2018-02-08T17:04:09Z,-34.600456,-58.389584,1,0101000020E6100000BE8575E3DD314DC0EF5701BEDB4C41C0,NA,NA,Habitación privada con excelente ubicación en BA,Apartment,ARS,nightly
13654692,79306495,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,NA,1,1,1,162,0,NA,2018-02-08T16:55:26Z,-34.621128,-58.393411,1,0101000020E61000007E71A94A5B324DC0A0504F1F814F41C0,NA,NA,Luminosa habitación San Cristobal,Apartment,ARS,nightly
22356309,7711181,Private room,NA,NA,NA,"Buenos Aires, Buenos Aires, Argentina",0,NA,1,0,1,202,0,NA,2018-02-08T17:10:19Z,-34.616415,-58.398577,1,0101000020E61000000AF8359204334DC0C6E1CCAFE64E41C0,NA,NA,Luminous spacious house in San Telmo,House,ARS,nightly
