X,Y,NOMBRE,DOMICILIO,IMAGEN,AUTOMAT,OBSERV,NRO_EST,HORARIO,DIRE_NORM
-58431791182618310,-34617666753946248,PARQUE RIVADAVIA,CHACO 250,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,187,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,250 CHACO
-58387453831513600,-34627049137072720,PLAZA GARAY,AV JUAN DE GARAY Y LUIS SAENZ PEÑA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,195,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,GARAY JUAN DE AV Y SAENZ PEÑA LUIS PRES
-58411227422339536,-34585077755699492,JUNCAL,JUNCAL 3320 Y JERONIMO SALGUERO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,190,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,3320 JUNCAL
-58423480858497390,-34613596262550856,QUINTINO BOCAYUVA,QUINTINO BOCAYUVA Y DON BOSCO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,197,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,BOCAYUVA QUINTINO Y DON BOSCO
-58415881554842904,-3462243894380331,ESTADOS UNIDOS Y BOEDO,ESTADOS UNIDOS 3568 ENTRE BOEDO Y MAZA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,199,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,3568 ESTADOS UNIDOS
-5840413806434006,-34634380008770732,HOSPITAL SARDA,CATULO CASTILLO 2896 Y DEAN FUNES,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,198,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,2896 CASTILLO CATULO
-58366019048823840,-34627776343153688,HOSPITAL ARGERICH,PI Y MARGALL 750 ENTRE NECOCHEA Y ALTE. BROWN,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,196,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,750 PI Y MARGALL
-58387652923008850,-34608991591755816,CONGRESO II,AV RIVADAVIA Y PARANA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-17,39,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,RIVADAVIA AV Y PARANA
-58445986749829504,-34586439891883932,ROSETI,ROSETI 50 Y AV DORREGO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,sep-17,102,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,50 ROSETI
-58404361082670056,-34588191458095596,AUSTRIA Y FRENCH,AUSTRIA 2080 ENTRE FRENCH Y JUNCAL,ESTACION_AUTOMATICA.PNG,AUTOMATICA,sep-17,200,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,2080  AUSTRIA
-58360399306334944,-34639114073312316,LA BOCA,DON PEDRO DE MENDOZA 1819,ESTACION_AUTOMATICA.PNG,AUTOMATICA,INAUGURACION 05/12/2017,179,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,DON PEDRO DE MENDOZA AV 1819
