"age","race_white","gender_male","education","income","ideology_con","partyid_rep","vote_rep","voted"
39,1,0,6,3,6,7,1,1
24,0,1,7,1,1,3,0,1
32,0,0,5,1,4,2,0,1
49,0,0,3,2,4,1,0,1
34,0,1,7,4,2,2,NA,0
43,0,0,7,4,5,1,0,1
53,0,1,6,4,3,1,0,1
44,1,1,5,5,2,7,1,1
45,1,1,3,1,4,3,0,1
21,0,0,3,3,4,3,0,1
18,0,0,2,1,4,6,NA,0
65,0,0,1,1,4,1,0,1
30,0,1,3,1,3,3,NA,0
54,0,0,6,1,3,3,0,1
32,1,0,5,3,2,2,0,1
52,1,0,6,3,2,1,0,1
62,0,0,3,3,4,2,NA,0
23,1,1,6,1,5,5,1,1
59,1,1,5,3,2,3,NA,0
79,1,0,6,3,4,3,0,1
55,1,0,2,2,4,1,NA,0
49,1,1,6,4,3,2,0,1
30,1,1,3,3,5,5,NA,0
23,0,0,2,2,5,3,NA,0
37,0,0,7,3,3,2,0,1
26,0,1,5,3,3,2,0,1
24,1,0,3,1,4,6,NA,0
80,1,1,1,2,4,1,0,1
0,1,0,5,3,6,7,1,1
74,1,0,5,4,6,5,0,1
80,1,1,3,1,4,2,0,1
42,1,1,3,2,4,4,1,1
37,1,0,5,3,2,3,0,1
19,1,0,3,1,4,5,0,1
31,1,0,5,3,4,2,0,1
49,1,0,3,3,1,1,0,1
70,1,0,3,2,4,6,1,1
88,1,1,5,3,2,2,0,1
66,1,1,3,2,5,5,NA,0
18,1,1,3,1,4,4,NA,0
69,1,0,3,4,5,5,1,1
55,1,1,6,4,2,2,0,1
68,1,1,3,2,4,3,0,1
34,1,0,3,2,4,3,0,1
28,1,1,3,2,3,3,NA,0
39,1,1,5,3,4,2,0,1
64,1,1,3,5,6,6,1,1
34,1,1,2,1,4,2,NA,0
