ORIGEN_ESTACION,DESTINO_ESTACION,hora,lon,lat
77,12,4,-58.39481,-34.61053
77,12,4,-58.39207,-34.61039
77,12,4,-58.39186,-34.61024
77,12,4,-58.3924,-34.60315
77,12,4,-58.39332,-34.59585
77,12,4,-58.3931,-34.59382
77,12,4,-58.38989,-34.59431
77,12,4,-58.38926,-34.59463
77,12,4,-58.38856,-34.59466
77,12,4,-58.38876,-34.59316
81,76,4,-58.37086,-34.61597
81,76,4,-58.36944,-34.61584
81,76,4,-58.36936,-34.61715
81,76,4,-58.37309,-34.61717
81,76,4,-58.38006,-34.61762
81,76,4,-58.3917,-34.61813
81,76,4,-58.39166,-34.61541
81,76,4,-58.39196,-34.60923
81,76,4,-58.39489,-34.6094
81,76,4,-58.39499,-34.60758
85,33,4,-58.40907,-34.59458
85,33,4,-58.4096,-34.59568
85,33,4,-58.4065,-34.59699
85,33,4,-58.40345,-34.59755
85,33,4,-58.40235,-34.59447
85,33,4,-58.39851,-34.59541
85,33,4,-58.39736,-34.59555
85,33,4,-58.39754,-34.59723
85,33,4,-58.39871,-34.59709
88,12,4,-58.40429,-34.61287
88,12,4,-58.40423,-34.61337
88,12,4,-58.40528,-34.61341
88,12,4,-58.40594,-34.61076
88,12,4,-58.40612,-34.60742
88,12,4,-58.40545,-34.60458
88,12,4,-58.40362,-34.60476
88,12,4,-58.39231,-34.60445
88,12,4,-58.39332,-34.59585
88,12,4,-58.3931,-34.59382
88,12,4,-58.38989,-34.59431
88,12,4,-58.38926,-34.59463
88,12,4,-58.38856,-34.59466
88,12,4,-58.38876,-34.59316
94,90,4,-58.44948,-34.59185
94,90,4,-58.45023,-34.59115
94,90,4,-58.44913,-34.59023
94,90,4,-58.44425,-34.59481
94,90,4,-58.43954,-34.59153
94,90,4,-58.43883,-34.59073
94,90,4,-58.4377,-34.5876
94,90,4,-58.42996,-34.58191
94,90,4,-58.42808,-34.58014
94,90,4,-58.42665,-34.57817
94,90,4,-58.42543,-34.57866
94,90,4,-58.4208,-34.5818
94,90,4,-58.41969,-34.58143
94,90,4,-58.41116,-34.58195
94,90,4,-58.40626,-34.58346
94,90,4,-58.40192,-34.58348
94,90,4,-58.39722,-34.58748
94,90,4,-58.39801,-34.58793
94,90,4,-58.39933,-34.58708
96,69,4,-58.41157,-34.60286
96,69,4,-58.41281,-34.60252
96,69,4,-58.41212,-34.5993
96,69,4,-58.40871,-34.59954
96,69,4,-58.40817,-34.5981
96,69,4,-58.40671,-34.59538
96,69,4,-58.40433,-34.59615
96,69,4,-58.40426,-34.59587
154,134,4,-58.41212,-34.60028
154,134,4,-58.41373,-34.59996
154,134,4,-58.42023,-34.59818
154,134,4,-58.42119,-34.6049
154,134,4,-58.42152,-34.60845
154,134,4,-58.42064,-34.61317
154,134,4,-58.41549,-34.61194
52,69,5,-58.41474,-34.6071
52,69,5,-58.41465,-34.60817
52,69,5,-58.41406,-34.60779
52,69,5,-58.4132,-34.60414
52,69,5,-58.4103,-34.60403
52,69,5,-58.40817,-34.5981
52,69,5,-58.40671,-34.59538
52,69,5,-58.40433,-34.59615
52,69,5,-58.40426,-34.59587
49,106,5,-58.42241,-34.62887
49,106,5,-58.42094,-34.62865
49,106,5,-58.42151,-34.626220000000004
49,106,5,-58.41608,-34.62543
49,106,5,-58.40214,-34.623779999999996
49,106,5,-58.40278,-34.62113
49,106,5,-58.40492,-34.61462
49,106,5,-58.39323,-34.6139
49,106,5,-58.39319,-34.61497
49,106,5,-58.3959,-34.61521
28,68,5,-58.41234,-34.62304
28,68,5,-58.41207,-34.62496
28,68,5,-58.40214,-34.623779999999996
28,68,5,-58.40278,-34.62113
28,68,5,-58.40492,-34.61462
28,68,5,-58.38748,-34.61355
28,68,5,-58.38759,-34.61002
28,68,5,-58.3873,-34.6097
28,68,5,-58.38736,-34.60906
28,68,5,-58.38767,-34.60888
28,68,5,-58.38773,-34.60775
28,68,5,-58.38539,-34.6076
28,68,5,-58.38546,-34.60665
22,16,5,-58.38246,-34.59412
22,16,5,-58.38254,-34.59484
22,16,5,-58.38216,-34.59791
22,16,5,-58.38194,-34.60382
22,16,5,-58.38104,-34.60399
22,16,5,-58.37358,-34.60798
22,16,5,-58.37344,-34.60893
22,16,5,-58.37455,-34.61008
18,75,5,-58.38067,-34.61738
18,75,5,-58.38071,-34.61644
18,75,5,-58.37885,-34.61636
18,75,5,-58.37878,-34.61755
18,75,5,-58.3917,-34.61813
18,75,5,-58.39166,-34.61541
18,75,5,-58.39176,-34.61261
18,75,5,-58.39887,-34.6131
18,75,5,-58.39896,-34.61213
69,121,5,-58.40426,-34.59587
69,121,5,-58.4043,-34.59554
69,121,5,-58.40559,-34.5981
69,121,5,-58.41029,-34.59814
69,121,5,-58.42284,-34.5977
69,121,5,-58.42658,-34.5979
69,121,5,-58.42916,-34.59893
69,121,5,-58.42966,-34.59935
69,121,5,-58.42994,-34.60098
69,121,5,-58.42839,-34.60115
69,121,5,-58.42834,-34.60081
121,144,5,-58.42834,-34.60081
121,144,5,-58.42808,-34.59906
121,144,5,-58.42663,-34.59918
121,144,5,-58.42709,-34.60257
121,144,5,-58.41804,-34.60346
121,144,5,-58.41376,-34.6041
121,144,5,-58.41044,-34.60402
121,144,5,-58.40661,-34.60443
121,144,5,-58.40561,-34.60082
121,144,5,-58.40449,-34.60091
121,144,5,-58.40478,-34.60186
121,144,5,-58.40578,-34.60175
3,151,5,-58.36893,-34.61115
3,151,5,-58.37059,-34.61122
3,151,5,-58.37056,-34.61237
3,151,5,-58.36941,-34.61232
3,151,5,-58.36714,-34.61215
3,151,5,-58.36707,-34.61278
3,151,5,-58.36633,-34.61273
3,151,5,-58.36631,-34.61226
3,151,5,-58.3662,-34.61223
3,151,5,-58.36612,-34.61212
3,151,5,-58.36399,-34.612
3,151,5,-58.36379,-34.61204
3,151,5,-58.3635,-34.61216
3,151,5,-58.36334,-34.61218
3,151,5,-58.36088,-34.612
77,55,5,-58.39478,-34.61127
77,55,5,-58.39531,-34.60449
77,55,5,-58.392,-34.60444
77,55,5,-58.38213,-34.60376
77,55,5,-58.38168,-34.60363
77,55,5,-58.37011,-34.60302
77,55,5,-58.37066,-34.59957
77,55,5,-58.3696,-34.59944
2,98,5,-58.37493,-34.592529999999996
2,98,5,-58.37527,-34.59276
2,98,5,-58.3739,-34.59363
2,98,5,-58.37358,-34.59404
2,98,5,-58.37187,-34.5976
2,98,5,-58.37114,-34.59875
2,98,5,-58.37061,-34.60082
2,98,5,-58.37023,-34.60548
2,98,5,-58.37029,-34.60712
2,98,5,-58.37123,-34.60784
2,98,5,-58.37321,-34.60803
2,98,5,-58.37346,-34.6083
2,98,5,-58.37352,-34.60908
2,98,5,-58.37472,-34.61024
2,98,5,-58.37503,-34.61035
2,98,5,-58.37508,-34.61055
2,98,5,-58.3762,-34.61159
2,98,5,-58.37813,-34.61167
76,61,5,-58.39499,-34.60758
76,61,5,-58.39531,-34.60449
76,61,5,-58.392,-34.60444
76,61,5,-58.38213,-34.60376
76,61,5,-58.38104,-34.60399
76,61,5,-58.37388,-34.60781
76,61,5,-58.37355,-34.60802
76,61,5,-58.37343,-34.60865
76,61,5,-58.37318,-34.60893
76,61,5,-58.37076,-34.60883
76,61,5,-58.37074,-34.60908
91,23,5,-58.39761,-34.6175
91,23,5,-58.39787,-34.61481
91,23,5,-58.39747,-34.61467
91,23,5,-58.39749,-34.61418
91,23,5,-58.38088,-34.61304
91,23,5,-58.38131,-34.60505
91,23,5,-58.38105,-34.60368
91,23,5,-58.38146,-34.60255
91,23,5,-58.38159,-34.60025
91,23,5,-58.37969,-34.60015
91,23,5,-58.37968,-34.6003
93,74,5,-58.39477,-34.62056
93,74,5,-58.39712,-34.6207
93,74,5,-58.39752,-34.61844
93,74,5,-58.401,-34.61863
93,74,5,-58.40352,-34.61881
93,74,5,-58.41253,-34.62068
93,74,5,-58.42401,-34.62155
93,74,5,-58.43463,-34.62308
93,74,5,-58.43586,-34.61936
93,74,5,-58.43739,-34.61642
93,74,5,-58.43784,-34.61406
93,74,5,-58.44013,-34.60881
93,74,5,-58.43425,-34.60875
93,74,5,-58.43348,-34.60825
93,74,5,-58.4328,-34.60741
93,74,5,-58.4327,-34.60643
93,74,5,-58.43318,-34.60544
93,74,5,-58.43427,-34.60462
58,113,6,-58.43469,-34.57528
58,113,6,-58.43955,-34.57271
58,113,6,-58.4397,-34.57276
58,113,6,-58.43562,-34.57491
58,113,6,-58.43205,-34.57652
58,113,6,-58.42603,-34.57831
58,113,6,-58.42364,-34.5799
58,113,6,-58.42638,-34.583
58,113,6,-58.42324,-34.58542
58,113,6,-58.42451,-34.58629
58,113,6,-58.42524,-34.5857
91,10,6,-58.39761,-34.6175
91,10,6,-58.39763,-34.61729
91,10,6,-58.39606,-34.61717
91,10,6,-58.39594,-34.61954
91,10,6,-58.39536,-34.62296
91,10,6,-58.38989,-34.62263
91,10,6,-58.38979,-34.62366
91,10,6,-58.38622,-34.62312
91,10,6,-58.38438,-34.62301
91,10,6,-58.37548,-34.62302
91,10,6,-58.3717,-34.62264
91,10,6,-58.3679,-34.62269
91,10,6,-58.36677,-34.62246
91,10,6,-58.36593,-34.62267
91,10,6,-58.36524,-34.62265
91,10,6,-58.366,-34.61557
86,13,6,-58.40165,-34.621339999999996
86,13,6,-58.40175,-34.62104
86,13,6,-58.40278,-34.62113
86,13,6,-58.40457,-34.61579
86,13,6,-58.40592,-34.61093
86,13,6,-58.40612,-34.60742
86,13,6,-58.4057,-34.60558
86,13,6,-58.40455,-34.60563
86,13,6,-58.40464,-34.60647
86,13,6,-58.40594,-34.60656
86,13,6,-58.40612,-34.60742
86,13,6,-58.40605,-34.60979
134,81,6,-58.41549,-34.61194
134,81,6,-58.41401,-34.61157
134,81,6,-58.41287,-34.6141
134,81,6,-58.41279,-34.61545
134,81,6,-58.40492,-34.61462
134,81,6,-58.37331,-34.61256
134,81,6,-58.37314,-34.61608
134,81,6,-58.37086,-34.61597
16,111,6,-58.37455,-34.61008
16,111,6,-58.37352,-34.60908
16,111,6,-58.3731,-34.60895
16,111,6,-58.36986,-34.6088
16,111,6,-58.36967,-34.60886
16,111,6,-58.3692,-34.60933
16,111,6,-58.36864,-34.60885
16,111,6,-58.36831,-34.60822
16,111,6,-58.36827,-34.60772
16,111,6,-58.36834,-34.60732
16,111,6,-58.3686,-34.60684
16,111,6,-58.36972,-34.60592
16,111,6,-58.36988,-34.60537
16,111,6,-58.36712,-34.60513
16,111,6,-58.36689,-34.60535
16,111,6,-58.36676,-34.60523
16,111,6,-58.36489,-34.60511
16,111,6,-58.36458,-34.60515
16,111,6,-58.36424,-34.60528
16,111,6,-58.36325,-34.60522
16,111,6,-58.36311,-34.60509
16,111,6,-58.3631,-34.60498
28,82,6,-58.41234,-34.62304
28,82,6,-58.41372,-34.62335
28,82,6,-58.41383,-34.62079
28,82,6,-58.42221,-34.6214
28,82,6,-58.42305,-34.61474
28,82,6,-58.42359,-34.61261
28,82,6,-58.42448,-34.61113
28,82,6,-58.42465,-34.60727
28,82,6,-58.4262,-34.60729
28,82,6,-58.4262,-34.60743
28,121,6,-58.41234,-34.62304
28,121,6,-58.41372,-34.62335
28,121,6,-58.41383,-34.62079
28,121,6,-58.4237,-34.62152
28,121,6,-58.42779,-34.62207
28,121,6,-58.42921,-34.61531
28,121,6,-58.42901,-34.61517
28,121,6,-58.42741,-34.61498
28,121,6,-58.42752,-34.61449
28,121,6,-58.42861,-34.61269
28,121,6,-58.4292,-34.60872
28,121,6,-58.42912,-34.60596
28,121,6,-58.42834,-34.60081
91,77,6,-58.39761,-34.6175
91,77,6,-58.39787,-34.61481
91,77,6,-58.39747,-34.61467
91,77,6,-58.39749,-34.61418
91,77,6,-58.39466,-34.614
91,77,6,-58.39478,-34.61127
23,65,6,-58.37968,-34.6003
23,65,6,-58.37961,-34.60129
23,65,6,-58.38152,-34.60137
23,65,6,-58.38205,-34.59434
23,65,6,-58.38182,-34.5907
23,65,6,-58.3813,-34.5885
23,65,6,-58.37981,-34.58535
23,65,6,-58.37977,-34.58439
23,65,6,-58.38017,-34.58355
23,65,6,-58.38139,-34.58254
23,65,6,-58.38883,-34.57864
23,65,6,-58.39083,-34.57704
23,65,6,-58.39229,-34.57517
23,65,6,-58.39361,-34.57451
23,65,6,-58.39583,-34.57397
23,65,6,-58.40379,-34.56962
23,65,6,-58.40553,-34.56847
23,65,6,-58.40565,-34.56787
23,65,6,-58.40526,-34.56707
23,65,6,-58.40627,-34.5666
23,65,6,-58.40756,-34.56697
23,65,6,-58.41428,-34.57416
23,65,6,-58.41537,-34.57478
23,65,6,-58.41566,-34.57563
23,65,6,-58.42031,-34.58061
23,65,6,-58.42169,-34.58095
23,65,6,-58.42173,-34.58116
23,65,6,-58.41706,-34.58438
23,65,6,-58.41848,-34.58527
23,65,6,-58.41589,-34.58716
31,33,6,-58.43967,-34.60314
31,33,6,-58.44124,-34.60274
31,33,6,-58.44229,-34.60209
31,33,6,-58.41593,-34.58516
31,33,6,-58.41008,-34.589
31,33,6,-58.40506,-34.59338
31,33,6,-58.40235,-34.59447
31,33,6,-58.39736,-34.59555
31,33,6,-58.39754,-34.59723
31,33,6,-58.39871,-34.59709
82,84,6,-58.4262,-34.60743
82,84,6,-58.42625,-34.60867
82,84,6,-58.41529,-34.60847
82,84,6,-58.41408,-34.60783
82,84,6,-58.4132,-34.60414
82,84,6,-58.40986,-34.60406
82,84,6,-58.40362,-34.60476
82,84,6,-58.39531,-34.60449
82,84,6,-58.39551,-34.602290000000004
86,151,6,-58.40165,-34.621339999999996
86,151,6,-58.40175,-34.62104
86,151,6,-58.40278,-34.62113
86,151,6,-58.40155,-34.62639
86,151,6,-58.40016,-34.62617
86,151,6,-58.40018,-34.62581
86,151,6,-58.39346,-34.62406
86,151,6,-58.38622,-34.62312
86,151,6,-58.37876,-34.62294
86,151,6,-58.37548,-34.62302
86,151,6,-58.3717,-34.62264
86,151,6,-58.3679,-34.62269
86,151,6,-58.36677,-34.62246
86,151,6,-58.36593,-34.62267
86,151,6,-58.36524,-34.62265
86,151,6,-58.36631,-34.61226
86,151,6,-58.36612,-34.61212
86,151,6,-58.36399,-34.612
86,151,6,-58.36334,-34.61218
86,151,6,-58.36088,-34.612
2,152,7,-58.37493,-34.592529999999996
2,152,7,-58.37527,-34.59276
2,152,7,-58.3739,-34.59363
2,152,7,-58.37221,-34.59175
2,152,7,-58.36842,-34.60103
2,152,7,-58.36635,-34.61925
2,152,7,-58.36563,-34.61919
2,152,7,-58.36557,-34.61803
2,152,7,-58.35906,-34.61763
6,21,7,-58.36954,-34.62843
6,21,7,-58.36797,-34.62691
6,21,7,-58.36805,-34.62407
6,21,7,-58.36863,-34.61971
6,21,7,-58.36852,-34.61943
6,21,7,-58.36635,-34.61925
6,21,7,-58.36609,-34.6215
6,21,7,-58.36667,-34.62199
6,21,7,-58.36744,-34.62201
6,21,7,-58.36919,-34.62237
6,21,7,-58.37082,-34.62238
6,21,7,-58.37488,-34.62285
6,21,7,-58.38404,-34.6228
6,21,7,-58.38627,-34.62293
6,21,7,-58.39285,-34.62377
6,21,7,-58.39984,-34.62526
6,21,7,-58.40015,-34.62519
6,21,7,-58.40022,-34.62486
6,21,7,-58.40181,-34.6252
6,21,7,-58.40056,-34.63154
6,21,7,-58.39888,-34.63592
6,21,7,-58.40299,-34.63665
6,21,7,-58.40271,-34.63781
6,21,7,-58.40357,-34.63927
6,21,7,-58.40661,-34.64007
2,81,7,-58.37493,-34.592529999999996
2,81,7,-58.37527,-34.59276
2,81,7,-58.37358,-34.59404
2,81,7,-58.37121,-34.59854
2,81,7,-58.37061,-34.60082
2,81,7,-58.37023,-34.60578
2,81,7,-58.36883,-34.60692
2,81,7,-58.36852,-34.60764
2,81,7,-58.36859,-34.60844
2,81,7,-58.36961,-34.60945
2,81,7,-58.36936,-34.61715
2,81,7,-58.37167,-34.61721
2,81,7,-58.37172,-34.61605
2,81,7,-58.37086,-34.61597
28,60,7,-58.41234,-34.62304
28,60,7,-58.41207,-34.62496
28,60,7,-58.40214,-34.623779999999996
28,60,7,-58.40155,-34.62639
28,60,7,-58.39346,-34.62406
28,60,7,-58.38622,-34.62312
28,60,7,-58.37548,-34.62302
28,60,7,-58.36677,-34.62246
28,60,7,-58.36524,-34.62265
28,60,7,-58.36735,-34.60168
28,60,7,-58.36816,-34.59843
28,60,7,-58.3713,-34.59841
28,60,7,-58.37063,-34.60073
28,60,7,-58.37129,-34.60078
28,60,7,-58.37122,-34.60164
61,10,7,-58.37074,-34.60908
61,10,7,-58.37056,-34.61237
61,10,7,-58.36714,-34.61215
61,10,7,-58.36661,-34.61692
61,10,7,-58.36587,-34.61687
61,10,7,-58.366,-34.61557
82,120,7,-58.4262,-34.60743
82,120,7,-58.42625,-34.60867
82,120,7,-58.42152,-34.60857
82,120,7,-58.421,-34.61147
82,120,7,-58.42007,-34.61585
82,120,7,-58.40965,-34.61525
82,120,7,-58.40939,-34.61756
82,120,7,-58.40911,-34.61754
111,151,7,-58.3631,-34.60498
111,151,7,-58.36318,-34.60486
111,151,7,-58.36338,-34.60481
111,151,7,-58.36353,-34.60486
111,151,7,-58.36361,-34.60504
111,151,7,-58.36349,-34.6052
111,151,7,-58.36331,-34.60523
111,151,7,-58.36255,-34.61171
111,151,7,-58.3627,-34.6118
111,151,7,-58.36272,-34.61194
111,151,7,-58.36255,-34.61213
111,151,7,-58.36088,-34.612
2,32,7,-58.37493,-34.592529999999996
2,32,7,-58.37527,-34.59276
2,32,7,-58.3739,-34.59363
2,32,7,-58.37358,-34.59404
2,32,7,-58.37187,-34.5976
2,32,7,-58.37121,-34.59854
2,32,7,-58.37061,-34.60082
2,32,7,-58.3705,-34.60195
2,32,7,-58.37023,-34.60548
2,32,7,-58.37029,-34.60712
2,32,7,-58.37129,-34.60785
2,32,7,-58.37348,-34.60799
2,32,7,-58.37364,-34.60795
2,32,7,-58.37365,-34.60773
2,132,7,-58.37493,-34.592529999999996
2,132,7,-58.37527,-34.59276
2,132,7,-58.3739,-34.59363
2,132,7,-58.37358,-34.59404
2,132,7,-58.37187,-34.5976
2,132,7,-58.37121,-34.59854
2,132,7,-58.37061,-34.60082
2,132,7,-58.37035,-34.60422
2,132,7,-58.37381,-34.6045
2,132,7,-58.37387,-34.60325
2,132,7,-58.37367,-34.60324
6,3,7,-58.36954,-34.62843
6,3,7,-58.36797,-34.62691
6,3,7,-58.36805,-34.62407
6,3,7,-58.3687,-34.61942
6,3,7,-58.36873,-34.61708
6,3,7,-58.36919,-34.61231
6,3,7,-58.36797,-34.61223
6,3,7,-58.36811,-34.61109
6,3,7,-58.36893,-34.61115
30,33,7,-58.39733,-34.59042
30,33,7,-58.39875,-34.59251
30,33,7,-58.39917,-34.59335
30,33,7,-58.39984,-34.59511
30,33,7,-58.39851,-34.59541
30,33,7,-58.39736,-34.59555
30,33,7,-58.39754,-34.59723
30,33,7,-58.39871,-34.59709
61,164,7,-58.37074,-34.60908
61,164,7,-58.37066,-34.61002
61,164,7,-58.3696,-34.60996
61,164,7,-58.36944,-34.61661
61,164,7,-58.36936,-34.61715
61,164,7,-58.36949,-34.61778
61,164,7,-58.36928,-34.61829
61,164,7,-58.36923,-34.61839
61,164,7,-58.36674,-34.61815
69,56,7,-58.40426,-34.59587
69,56,7,-58.4043,-34.59554
69,56,7,-58.40559,-34.5981
69,56,7,-58.41029,-34.59814
69,56,7,-58.42336,-34.59775
69,56,7,-58.42266,-34.59276
69,56,7,-58.42488,-34.59086
69,56,7,-58.4272,-34.58935
69,56,7,-58.4262,-34.5887
69,56,7,-58.42515,-34.58944
2,132,8,-58.37493,-34.592529999999996
2,132,8,-58.37527,-34.59276
2,132,8,-58.3739,-34.59363
2,132,8,-58.37358,-34.59404
2,132,8,-58.37187,-34.5976
2,132,8,-58.37121,-34.59854
2,132,8,-58.37061,-34.60082
2,132,8,-58.37035,-34.60422
2,132,8,-58.37381,-34.6045
2,132,8,-58.37387,-34.60325
2,132,8,-58.37367,-34.60324
36,57,8,-58.37657,-34.60537
36,57,8,-58.37656,-34.60636
36,57,8,-58.37355,-34.60802
36,57,8,-58.37344,-34.60843
36,57,8,-58.37344,-34.60893
36,57,8,-58.37353,-34.60922
36,57,8,-58.37331,-34.61256
36,57,8,-58.37056,-34.61237
36,57,8,-58.3707,-34.61338
1,2,8,-58.39256,-34.5833
1,2,8,-58.39813,-34.58071
1,2,8,-58.39933,-34.58276
1,2,8,-58.39624,-34.58332
1,2,8,-58.39115,-34.58492
1,2,8,-58.38932,-34.58511
1,2,8,-58.38737,-34.58583
1,2,8,-58.37937,-34.59012
1,2,8,-58.37472,-34.59307
1,2,8,-58.37423,-34.59359
1,2,8,-58.3739,-34.59363
1,2,8,-58.37275,-34.59218
1,2,8,-58.37259,-34.59172
1,2,8,-58.37346,-34.59124
1,2,8,-58.37384,-34.59125
1,2,8,-58.37493,-34.592529999999996
4,26,8,-58.36894,-34.60182
4,26,8,-58.36917,-34.60184
4,26,8,-58.36905,-34.60294
4,26,8,-58.36724,-34.60276
4,26,8,-58.36699,-34.60503
4,26,8,-58.3671,-34.60505
4,26,8,-58.36712,-34.60513
4,26,8,-58.36708,-34.60524
4,26,8,-58.36696,-34.60535
4,26,8,-58.36685,-34.60534
4,26,8,-58.36676,-34.60523
4,26,8,-58.36489,-34.60511
4,26,8,-58.36458,-34.60515
4,26,8,-58.36433,-34.60528
4,26,8,-58.36331,-34.60523
4,26,8,-58.36315,-34.60515
4,26,8,-58.3631,-34.60497
4,26,8,-58.36318,-34.60486
4,26,8,-58.36338,-34.60481
4,26,8,-58.3638,-34.60102
8,12,8,-58.38909,-34.60992
8,12,8,-58.38907,-34.61012
8,12,8,-58.38759,-34.61002
8,12,8,-58.3873,-34.6097
8,12,8,-58.38736,-34.60906
8,12,8,-58.38767,-34.60888
8,12,8,-58.38836,-34.59576
8,12,8,-58.38876,-34.59316
24,23,8,-58.38074,-34.61073
24,23,8,-58.38055,-34.61071
24,23,8,-58.38065,-34.609
24,23,8,-58.38109,-34.60904
24,23,8,-58.38131,-34.60505
24,23,8,-58.38129,-34.60475
24,23,8,-58.38104,-34.60399
24,23,8,-58.38105,-34.60368
24,23,8,-58.38108,-34.60341
24,23,8,-58.38146,-34.60255
24,23,8,-58.38159,-34.60025
24,23,8,-58.37969,-34.60015
24,23,8,-58.37968,-34.6003
105,8,8,-58.40095,-34.63402
105,8,8,-58.40125,-34.6341
105,8,8,-58.40049,-34.6362
105,8,8,-58.39035,-34.63412
105,8,8,-58.39147,-34.62342
105,8,8,-58.39196,-34.60923
105,8,8,-58.39489,-34.6094
105,8,8,-58.39494,-34.60819
105,8,8,-58.38928,-34.60785
105,8,8,-58.38909,-34.60992
2,40,8,-58.37493,-34.592529999999996
2,40,8,-58.37527,-34.59276
2,40,8,-58.3739,-34.59363
2,40,8,-58.3734,-34.5943
2,40,8,-58.37187,-34.5976
2,40,8,-58.37121,-34.59854
2,40,8,-58.37061,-34.60082
2,40,8,-58.37035,-34.60422
2,40,8,-58.37336,-34.60446
2,63,8,-58.37493,-34.592529999999996
2,63,8,-58.37527,-34.59276
2,63,8,-58.3739,-34.59363
2,63,8,-58.37358,-34.59404
2,63,8,-58.3715,-34.59829
2,63,8,-58.37148,-34.59843
2,63,8,-58.3728,-34.59854
2,63,8,-58.3727,-34.59947
4,10,8,-58.36894,-34.60182
4,10,8,-58.36917,-34.60184
4,10,8,-58.36905,-34.60294
4,10,8,-58.36819,-34.60284
4,10,8,-58.36661,-34.61692
4,10,8,-58.36587,-34.61687
4,10,8,-58.366,-34.61557
61,164,8,-58.37074,-34.60908
61,164,8,-58.37066,-34.61002
61,164,8,-58.3696,-34.60996
61,164,8,-58.36944,-34.61661
61,164,8,-58.36936,-34.61715
61,164,8,-58.36949,-34.61778
61,164,8,-58.36928,-34.61829
61,164,8,-58.36923,-34.61839
61,164,8,-58.36674,-34.61815
70,166,8,-58.42586,-34.59263
70,166,8,-58.42515,-34.59214
70,166,8,-58.42587,-34.59153
70,166,8,-58.42152,-34.5886
70,166,8,-58.41593,-34.58516
70,166,8,-58.41669,-34.58463
70,166,8,-58.41422,-34.58178
70,166,8,-58.41099,-34.58198
70,166,8,-58.40626,-34.58346
70,166,8,-58.40192,-34.58348
70,166,8,-58.40122,-34.5839
70,166,8,-58.39722,-34.58748
70,166,8,-58.39189,-34.59175
70,166,8,-58.39092,-34.59086
70,166,8,-58.39326,-34.58908
111,151,8,-58.3631,-34.60498
111,151,8,-58.36318,-34.60486
111,151,8,-58.36338,-34.60481
111,151,8,-58.36353,-34.60486
111,151,8,-58.36361,-34.60504
111,151,8,-58.36349,-34.6052
111,151,8,-58.36331,-34.60523
111,151,8,-58.36255,-34.61171
111,151,8,-58.3627,-34.6118
111,151,8,-58.36272,-34.61194
111,151,8,-58.36255,-34.61213
111,151,8,-58.36088,-34.612
151,3,8,-58.36088,-34.612
151,3,8,-58.3598,-34.61191
151,3,8,-58.35984,-34.61151
151,3,8,-58.36014,-34.61148
151,3,8,-58.36339,-34.61172
151,3,8,-58.36399,-34.612
151,3,8,-58.36612,-34.61212
151,3,8,-58.36616,-34.61201
151,3,8,-58.36628,-34.61195
151,3,8,-58.36626,-34.61172
151,3,8,-58.36632,-34.61095
151,3,8,-58.36893,-34.61115
151,114,8,-58.36088,-34.612
151,114,8,-58.35898,-34.61182
151,114,8,-58.35864,-34.6116
151,114,8,-58.36316,-34.59833
151,114,8,-58.36399,-34.59806
151,114,8,-58.36796,-34.59844
151,114,8,-58.36953,-34.59826
151,114,8,-58.37097,-34.59838
151,114,8,-58.37235,-34.59559
151,114,8,-58.37201,-34.59515
151,114,8,-58.37255,-34.5949
23,71,9,-58.37968,-34.6003
23,71,9,-58.37961,-34.60129
23,71,9,-58.38198,-34.60139
23,71,9,-58.38192,-34.60256
23,71,9,-58.38287,-34.60261
61,150,9,-58.37074,-34.60908
61,150,9,-58.37056,-34.61237
61,150,9,-58.36714,-34.61215
61,150,9,-58.36635,-34.61925
61,150,9,-58.36563,-34.61919
61,150,9,-58.36574,-34.61817
61,150,9,-58.36557,-34.61803
61,150,9,-58.36344,-34.61785
61,150,9,-58.36277,-34.618
61,150,9,-58.36186,-34.61797
61,150,9,-58.36143,-34.62127
61,150,9,-58.36254,-34.62135
61,150,9,-58.36291,-34.61804
132,81,9,-58.37367,-34.60324
132,81,9,-58.37041,-34.60304
132,81,9,-58.37023,-34.60578
132,81,9,-58.37,-34.60618
132,81,9,-58.36883,-34.60692
132,81,9,-58.36855,-34.60748
132,81,9,-58.36859,-34.60844
132,81,9,-58.36961,-34.60945
132,81,9,-58.36936,-34.61715
132,81,9,-58.37167,-34.61721
132,81,9,-58.37172,-34.61605
132,81,9,-58.37086,-34.61597
3,151,9,-58.36893,-34.61115
3,151,9,-58.37059,-34.61122
3,151,9,-58.37056,-34.61237
3,151,9,-58.36941,-34.61232
3,151,9,-58.36714,-34.61215
3,151,9,-58.36707,-34.61278
3,151,9,-58.36633,-34.61273
3,151,9,-58.36631,-34.61226
3,151,9,-58.3662,-34.61223
3,151,9,-58.36612,-34.61212
3,151,9,-58.36399,-34.612
3,151,9,-58.36379,-34.61204
3,151,9,-58.3635,-34.61216
3,151,9,-58.36334,-34.61218
3,151,9,-58.36088,-34.612
27,60,9,-58.3899,-34.5995
27,60,9,-58.39157,-34.59961
27,60,9,-58.39143,-34.60077
27,60,9,-58.38676,-34.60061
27,60,9,-58.37139,-34.59962
27,60,9,-58.37122,-34.60164
63,48,9,-58.3727,-34.59947
63,48,9,-58.37268,-34.59969
63,48,9,-58.37092,-34.5996
63,48,9,-58.37061,-34.60082
63,48,9,-58.37024,-34.60537
63,48,9,-58.3716,-34.60547
