nombre,tipo,categoria,lat,lng
Gomería Walter,store,retail,-32.9097696,-68.8604342
Gomeria Rabier,store,retail,-32.904748,-68.842086
Auto Stereo,electronics_store,retail,-32.9046899,-68.838853
Jc Auto Stereo,store,retail,-32.9044092,-68.8396322
Todo Volkswagen,store,retail,-32.9046276,-68.8385263
CONTARDI-PALACIO,store,retail,-32.9045009,-68.838791
DORREGO Motos,store,retail,-32.9039609,-68.841441
Horn,store,retail,-32.9053989,-68.837085
TODO TAPAS,store,retail,-32.905059,-68.8372739
JD PARAGOLPES,store,retail,-32.90567900000001,-68.8413889
Bobinados KATY,store,retail,-32.9062789,-68.8388176
BOMBAL Repuestos Express,store,retail,-32.90555599999999,-68.8429819
Suzuki Mendoza,store,retail,-32.9074565,-68.8576385
Repuestos de Motos LÓPEZ CABEZAS,store,retail,-32.908031,-68.8606059
Ese Tren Delantero,store,retail,-32.9079241,-68.8607954
Mega Baires,store,retail,-32.908845,-68.861715
DEL RIO SERVICIO ELECTROMECANICO,store,retail,-32.905798,-68.860041
D` TODO,store,retail,-32.90886,-68.862017
SR repuestos de Juan José Soria,store,retail,-32.90657699999999,-68.8634199
GOMERÍA Y LUBRICENTRO SERGIO JESUS,store,retail,-32.9013309,-68.8771531
SUSPENSIONES Monza,store,retail,-32.910953,-68.8640389
REPUESTOS BOULOGNE SUR MER,store,retail,-32.907429,-68.8646739
motos Lucero Full Racing equipment,store,retail,-32.906217,-68.865087
Lubricentro Gallardo,store,retail,-32.87613400000001,-68.675446
Idem Distribuidora Sa,store,retail,-32.886788,-68.814939
SANTIAGO,store,retail,-32.89553300000001,-68.83662679999999
Neumater San Juan y Solis,store,retail,-32.87907389999999,-68.832144
Autoparts San Martin,store,retail,-32.8624116,-68.832416
Centro Movil,store,retail,-32.897584,-68.83459200000001
Valle Grande - Tires and Services,store,retail,-32.882977,-68.846537
Kurving S.A. Parabrisas,store,retail,-32.83589399999999,-68.809626
AA SERVICE,store,retail,-32.89370769999999,-68.8463183
911monitoreo.com,electronics_store,retail,-32.8838714,-68.85147909999999
Autolub Lubricentro,store,retail,-32.869819,-68.8338328
betanzos REPUESTOS,store,retail,-32.8844829,-68.78523
GIUSTOZZI HNOS. S.R.L.,store,retail,-32.8954091,-68.7807602
TOYCAR REPUESTOS,store,retail,-32.89472689999999,-68.7831279
SHANGAI / METALURGICA RUIZ,store,retail,-32.89411999999999,-68.78872
Baterías Mendoza Express,store,retail,-32.894659,-68.817571
AUTOPARTES MENDOZA,store,retail,-32.8946231,-68.81770080000001
Mantello Neumáticos,store,retail,-32.8961423,-68.8181323
Walter Suspensiones,store,retail,-32.885163,-68.819672
Neumáticos Guerra,store,retail,-32.8942724,-68.821127
NEUMATICOS ANTONIO GUERRA,store,retail,-32.894182,-68.822236
Módica Motos - Parts and Accessories,store,retail,-32.8940879,-68.822773
Gomería Escapes,store,retail,-32.8878656,-68.7822937
GERARDO PEREZ NEUMÁTICOS AMORTIGUADORES,store,retail,-32.8827315,-68.7836852
Ulecia,store,retail,-32.89273680000001,-68.8099524
AUTOPARTES ELECTRICAS,store,retail,-32.8991959,-68.786585
HS DISTRIBUIDORA,store,retail,-32.901727,-68.787858
VAZO SUSPENSIÓN,store,retail,-32.898281,-68.788528
"EMBRAGUES ""ROJAS""",store,retail,-32.9002399,-68.789655
LUBRICENTRO EL GARAGE,store,retail,-32.900633,-68.7859079
Auto Partes Electricas,store,retail,-32.898,-68.786
GUAY-MORT,store,retail,-32.89645,-68.791
DANI REPUESRTOS & ACCESORIOS,store,retail,-32.891456,-68.799538
pablorepuestos,store,retail,-32.89141489999999,-68.799514
BASCO Multimedia & Sound,electronics_store,retail,-32.89845,-68.811511
Neumashop,store,retail,-32.89653899999999,-68.809747
Repuestos Ecuador Todas Las Marcas Nacionales,store,retail,-32.8910105,-68.7929406
Dani Repuestos,store,retail,-32.8906606,-68.7992989
INTEGRAL H GOMERÍA,store,retail,-32.8916103,-68.80597879999999
Repuestos Lubricentro Turi,store,retail,-32.8960107,-68.8121492
REPUESTOS SAN JOSÉ,store,retail,-32.891316,-68.805875
RADAVI,store,retail,-32.8915481,-68.8045574
Electro Motor,store,retail,-32.8921,-68.8036429
Gomería Sarmiento,store,retail,-32.8819329,-68.79884179999999
"""DAVID""",store,retail,-32.88963959999999,-68.7989527
CUESTAS REPUESTOS AUTOMOTOR,store,retail,-32.89042,-68.79943899999999
BETTO Racing,store,retail,-32.8909933,-68.8116155
GOMERIA ALTAMIRA,store,retail,-32.8672507,-68.7796772
EL BERMEJO S.H.,store,retail,-32.86659700000001,-68.77970100000002
CASADO Tapas de Cilindro,store,retail,-32.8698769,-68.8037109
Fratello Lubricentro,store,retail,-32.8721379,-68.810305
Penta Repuestos,store,retail,-32.872144,-68.81071
Repuestos Mitre,store,retail,-32.877404,-68.8126319
Dardo A. Lucero S.A.,store,retail,-32.8820756,-68.8436756
Pizzolon Pietro,store,retail,-32.89693889999999,-68.83427
Doble Baja Accesorios 4x4,store,retail,-32.8874033,-68.8442609
Avenida bearings S.A.,store,retail,-32.896839,-68.83413399999999
Repuestos Sánchez,store,retail,-32.8768481,-68.8338251
Reydi,store,retail,-32.89431,-68.827201
Dinamica S.A,store,retail,-32.899587,-68.831611
NUCLEO ENCENDIDO,store,retail,-32.89752,-68.83128099999999
AUTOPARTES RODEO DEL MEDIO,store,retail,-32.8968662,-68.83113949999999
MICHELÍN Cimex S.R.L,store,retail,-32.89686349999999,-68.8313455
Neumáticos Corral,store,retail,-32.8966889,-68.831783
TDGRAFF,store,retail,-32.898072,-68.833933
LM PARABRISAS,store,retail,-32.891577,-68.826422
REYMAX,store,retail,-32.8957845,-68.8335669
Avenida bearings S.A.,hardware_store,retail,-32.896874,-68.83418
ARNAL NORTE,store,retail,-32.89165899999999,-68.828873
La Casa del Gomero,store,retail,-32.89954799999999,-68.834899
Arcore Sa,store,retail,-32.8977656,-68.8287728
auto náutica sur,store,retail,-32.8965579,-68.8261743
Osaka Motors S.A.,store,retail,-32.89641489999999,-68.82701449999999
Puliafito Autopartes,home_goods_store,retail,-32.897673,-68.829629
WILLARD / RB - BATERIAS BORGIA SA,store,retail,-32.896997,-68.830213
Gomeria Berutti 74,store,retail,-32.9043523,-68.8367985
Motosport Mendoza,store,retail,-32.9037273,-68.83697660000001
"Gomería y Escapes ""Cubillos""",store,retail,-32.9039512,-68.8370205
BM Repuestos,store,retail,-32.904585,-68.837046
Bosch,store,retail,-32.90331200000001,-68.830242
VERA SUSPENSION,store,retail,-32.9010165,-68.8340533
Toyocity,store,retail,-32.90253299999999,-68.83652219999999
MECANICA SELKA S.A.,store,retail,-32.894895,-68.815704
ETMAN,store,retail,-32.89559690000001,-68.8219914
DORREGO FRENOS,store,retail,-32.899979,-68.829634
S y S EQUIPAMIENTO 4x4,store,retail,-32.899813,-68.82992
TALLER LOMBARDO,store,retail,-32.8964233,-68.8246461
Autopartes Dorrego,store,retail,-32.8986052,-68.82876209999999
Osaka Motors S.A.,store,retail,-32.89641489999999,-68.82701449999999
Ruan Repuestos SRL - Repuestos - Citr�en,store,retail,-32.9009293,-68.8287722
San Martín Goma SRL,store,retail,-32.89599080000001,-68.8344056
Puliafito Distribuidora,store,retail,-32.8959816,-68.835715
REPUESTOS VERDU TRACTORES,store,retail,-32.895427,-68.834581
Italiano y Bruno,store,retail,-32.8995599,-68.837009
REFRIGERACIOFernandez,home_goods_store,retail,-32.89957500000001,-68.832835
Todo Retenes,store,retail,-32.8997699,-68.832138
RENAULT F1,store,retail,-32.8997109,-68.834237
CENTRO MOVIL,store,retail,-32.897507,-68.8346069
Leale Radiadores,store,retail,-32.9000574,-68.8373305
Electroauto Electricidad del Automotor,store,retail,-32.89996740000001,-68.8307133
LUBRICENTRO TALLER CAMARDA,store,retail,-32.899993,-68.830817
Todo Renault,store,retail,-32.9000125,-68.8368058
SISTERM,store,retail,-32.900737,-68.8355969
Ruan Peugeot S.R.L.,store,retail,-32.900241,-68.835323
Discomen embragues,store,retail,-32.9003252,-68.83654829999999
SIPSA Alarmas,store,retail,-32.9002849,-68.8365125
SIPSA Alarmas,electronics_store,retail,-32.900285,-68.836513
Electricidad del Automóvil Orlando Giorgio,store,retail,-32.897759,-68.829587
RB BATERIAS Borgia S.A.,store,retail,-32.897038,-68.830023
M & P REPUESTOS Y ACCESORIOS,store,retail,-32.8974509,-68.83260000000001
Baterías Mendoza,store,retail,-32.898098,-68.834986
Mm Autopartes,store,retail,-32.8977892,-68.8348415
Baterias Moura (MM Autopartes),store,retail,-32.8978786,-68.83463189999999
Mendoza Diesel Parts,store,retail,-32.897065,-68.8343699
Reginato Repuestos y Servicios Multimarcas,store,retail,-32.8954017,-68.8205475
Lubricentro Pedro Leuci,store,retail,-32.890904,-68.816538
Amortiguadores Ferjo,store,retail,-32.8949742,-68.8176835
AGIR S.R.L.,store,retail,-32.89184600000001,-68.825998
ZGAIB Racing Pro,store,retail,-32.89346,-68.828957
MotorBike,store,retail,-32.893721,-68.829189
LA CUYANA,store,retail,-32.89398389999999,-68.825925
Castro Servicio Mecánico Multimarcas,store,retail,-32.8950734,-68.826465
RENAULT Estilo,store,retail,-32.894831,-68.827591
Distribuidora Saavedra,store,retail,-32.89233189999999,-68.82233500000001
ARIKA RENAULT,store,retail,-32.895321,-68.83457899999999
REPUESTOS EuroFiat,store,retail,-32.895447,-68.8348379
Gomería La Rotonta,store,retail,-32.896782,-68.834204
BRAMANTE,store,retail,-32.896276,-68.8349829
CR COBARRUBIA RECTIFICACIONES,store,retail,-32.893493,-68.834459
Monti Hnos,store,retail,-32.8961182,-68.835261
LLANTAS VICARI,store,retail,-32.896471,-68.835039
Replat ESCAPES,store,retail,-32.8928866,-68.8336133
Bramante de Marcelo Muñoz,store,retail,-32.8958066,-68.8356652
TOYO Part's,store,retail,-32.895052,-68.8332329
CASA AUTOMOTOR M. GONZALEZ LORENTE Y CIA.,store,retail,-32.8954963,-68.8372363
Kurving Colocación Parabrisas,store,retail,-32.8926702,-68.8296251
Casa de Poleas,store,retail,-32.899767,-68.8400329
Repuestos Miguel,store,retail,-32.902225,-68.838003
Juntas Gulino,store,retail,-32.9048524,-68.83736809999999
Bobinados Polo,store,retail,-32.9003258,-68.83992409999999
R.E. Repuestos Exclusivos,store,retail,-32.9018031,-68.8373644
DIGA EMBRAGUE,store,retail,-32.90327,-68.838148
SR STREET RACING,store,retail,-32.904267,-68.8379789
HERBO BATERIAS,store,retail,-32.903719,-68.837863
Multimotor Sa,store,retail,-32.9026439,-68.8415859
Repuestos el Abuelo de J Pedro Yacobucci,store,retail,-32.9015711,-68.86008079999999
VW El Aleman,store,retail,-32.8998901,-68.83742029999999
Repuestos & Indumentaria TOP MOTO,store,retail,-32.896847,-68.838526
FLORAMO-ORTIZ CIA,store,retail,-32.8996439,-68.83994
Mendoza Filters S.A.,store,retail,-32.899599,-68.839433
Dinamica Repuestos,store,retail,-32.8960084,-68.8550746
TODO FAROS,store,retail,-32.8956729,-68.8376469
TODO ENCENDIDO Y DIESEL,store,retail,-32.8954117,-68.83747919999999
Olcoz Motoclicismo,store,retail,-32.8938572,-68.8470613
Olcoz Motociclismo,store,retail,-32.893903,-68.84678199999999
AutoTechnik Mendoza,store,retail,-32.8746104,-68.8294032
Autopartes Pazzaglia,store,retail,-32.8759299,-68.83233
Garbarino Mendoza San Martin,home_goods_store,retail,-32.8887838,-68.8389969
Neumater,store,retail,-32.879002,-68.832241
MOTOSCICLO,store,retail,-32.8793129,-68.834859
SyG Repuestos,store,retail,-32.889049,-68.827458
NICO SHOPPING,store,retail,-32.890175,-68.829551
MUNDO PEUGEOT,store,retail,-32.879449,-68.82529699999999
Z MOTOS,store,retail,-32.8897039,-68.8133122
Distribuidora Idem,store,retail,-32.8867876,-68.8149387
O.M. REPUESTOS AUTOMOTOR,store,retail,-32.88865,-68.820804
O.M. REPUESTOS AUTOMOTOR,store,retail,-32.88865,-68.820804
RODAX NEUMATICOS,store,retail,-32.88979959999999,-68.81463169999999
RODAX NEUMATICOS,store,retail,-32.88979959999999,-68.81463169999999
asia,store,retail,-32.88943309999999,-68.81666969999999
Gomería Visciglio,store,retail,-32.8897583,-68.8145451
car audio,store,retail,-32.889711,-68.814538
PAVAROTTI,store,retail,-32.8894384,-68.8172654
ALMAR Repuestos,store,retail,-32.88916010000001,-68.8169607
DIESEL OESTE,store,retail,-32.891681,-68.8283249
Di Natale,store,retail,-32.8879873,-68.8212406
JM ALARMAS,store,retail,-32.8913352,-68.8295727
El Emporio del Volskwagen REPUESTOS ACCESORIOS,store,retail,-32.88885589999999,-68.825874
SP,store,retail,-32.8889039,-68.826286
REPUESTOS VOLKSWAGEN,store,retail,-32.8890249,-68.826714
PAULUCCI MOTOS,store,retail,-32.8890321,-68.8272185
MILTON RIZZO IMPORTACIONES S.A.,store,retail,-32.889416,-68.827575
MILTON RIZZO IMPORTACIONES S.A.,store,retail,-32.889032,-68.82739
Cerra Gomas y AGIR - Paragolpes Nuevos y Usados,store,retail,-32.890836,-68.82732299999999
MOTOS LÓPEZ,store,retail,-32.888988,-68.824783
Mundo RENAULT,store,retail,-32.8890136,-68.8255886
Carlos Maldonado Intro,store,retail,-32.88984869999999,-68.83516829999999
Gulle Repuestos Chevrolet,store,retail,-32.8871597,-68.8326986
Autopartes Costanera,store,retail,-32.883548,-68.8182609
Autopartes Costanera,store,retail,-32.883548,-68.8182609
Autopartes Costanera,store,retail,-32.883548,-68.8182609
Autopartes Costanera,store,retail,-32.883548,-68.8182609
Autopartes Costanera,store,retail,-32.883548,-68.8182609
Gomería San José,store,retail,-32.8836808,-68.818583
Elásticos Ceppi,store,retail,-32.884915,-68.81976
TODO EN GNC,store,retail,-32.88334199999999,-68.813436
Plaza Canada S.A.,store,retail,-32.8844436,-68.8170234
CP Repuestos y Accesorios,store,retail,-32.8846549,-68.813827
Vaselli Taller de Motos,store,retail,-32.883094,-68.827355
INSIDE SOUND,store,retail,-32.88520109999999,-68.82679519999999
Repuestos,store,retail,-32.8837411,-68.8258374
Chacarita 12 de Octubre,store,retail,-32.88348300000001,-68.825655
COOPERATIVA DE RECTIFICADORES CRAM,store,retail,-32.883057,-68.835004
Autoradio Ayacucho,electronics_store,retail,-32.8824504,-68.8352817
Repuestos y Lubricantes Astore,store,retail,-32.879273,-68.81667
ARTÍCULOS PARA AUTOS FERRARI,store,retail,-32.8821519,-68.81950859999999
Electropartes,store,retail,-32.8792233,-68.8198884
VG Repuestos,store,retail,-32.8792328,-68.8158507
ACOMULADORES ESCUDERO,store,retail,-32.8807211,-68.82283129999999
CAR LUBRICENTRO,store,retail,-32.8820615,-68.8271901
MULTIFORD SPARES SRL,store,retail,-32.88214080000001,-68.82967119999999
el pinchazo,store,retail,-32.876469,-68.8561129
Bs Electroauto SRL,store,retail,-32.89018300000001,-68.8440498
Nicolau Jacinto,store,retail,-32.89018300000001,-68.8440498
Bobinados En General Escalante,store,retail,-32.89018300000001,-68.8440498
Mann Filter - Invo Sa Distribuidora Zonal,store,retail,-32.89018300000001,-68.8440498
Casa Ramet,store,retail,-32.89018300000001,-68.8440498
Repuestos Dorrego,store,retail,-32.89018250000001,-68.8440475
Dardo A. Lucero S.A.,store,retail,-32.8820756,-68.8436756
SERVIGAS NELSON SOLIZ,store,retail,-32.8724039,-68.8259698
LUBRICENTRO FW,store,retail,-32.8702429,-68.8229109
AUTOPARTES ALAMEDA,store,retail,-32.875999,-68.823702
EMBRAGUES MAR ELI,store,retail,-32.8765426,-68.8245487
Ilik Alejandro,store,retail,-32.8718972,-68.8285418
GOMERIA Difunta Correa,store,retail,-32.87686120000001,-68.82704
Autopartes San Martin,store,retail,-32.8624116,-68.832416
Nono LUBRICENTRO,store,retail,-32.8712426,-68.839451
Rockandrolla Motos - Repuestos & Accesorios,store,retail,-32.8599158,-68.82149150000001
FRENOS CORONEL DIAZ,store,retail,-32.8642449,-68.8326479
OSAMEC,store,retail,-32.872682,-68.8234959
Motos Silicato - Repuestos,store,retail,-32.8734996,-68.82352929999999
ACRILICOS SANTA FE,store,retail,-32.873308,-68.822853
Frenos Nicoletti,store,retail,-32.8669159,-68.822698
TOTAL CHAPA,store,retail,-32.8692719,-68.833981
RENAULT'S HOUSE,store,retail,-32.8694179,-68.833302
RECTIFICACIONES Alvarez,store,retail,-32.8777959,-68.8280999
FIAT CENTRO,store,retail,-32.8693589,-68.834043
TOTAL CHAPA,store,retail,-32.869276,-68.83399
CHEVROLET Center RENAULT Center,store,retail,-32.86899100000001,-68.833546
La Casa del Embrague,store,retail,-32.869,-68.833929
FIAT TOTAL,store,retail,-32.868915,-68.833535
MAGALLAN MOTOS,store,retail,-32.86882,-68.8339149
REPUESTOS LEO,store,retail,-32.868543,-68.833585
Electro Repuestos Galan,store,retail,-32.8684793,-68.83371919999999
TC REPUESTOS,store,retail,-32.86832399999999,-68.833754
COSTANERA SUSPENSIÓN,store,retail,-32.86938689999999,-68.8336379
Difunta Correa,store,retail,-32.867457,-68.8181477
QUIROGA E HIJO,store,retail,-32.867301,-68.825323
ELECTRO CENTRO,store,retail,-32.86687,-68.833332
Newconcept,store,retail,-32.8668777,-68.8299866
A.R.G,store,retail,-32.8649905,-68.8328028
ELECTROAUTO,store,retail,-32.86786,-68.833634
LUBRICENTRO TANO,store,retail,-32.8605049,-68.846997
GOMERIA YAHWEH JIREH,store,retail,-32.86149200000001,-68.8583419
COMPACT SERVICE,store,retail,-32.87117119999999,-68.8549127
REPUESTOS ZIMMINO,store,retail,-32.870899,-68.8551737
GOMERIA LA SEXTA,store,retail,-32.8686239,-68.8448219
Mundo Repuestos S.A.,store,retail,-32.8637881,-68.8440908
GNSA MOTOS,store,retail,-32.8657662,-68.8401402
The Joker,store,retail,-32.8687697,-68.8503088
MIRAGE,store,retail,-32.868639,-68.850335
El Carretero,furniture_store,retail,-32.8687944,-68.87802409999999
CASA DE REPUESTOS INTEGRAL VICHER,store,retail,-32.8549639,-68.82137
NEUMATICOS Zalazar,store,retail,-32.85799900000001,-68.821116
LOS G & G,store,retail,-32.85806300000001,-68.821129
COMERCIAL CUYO,store,retail,-32.842273,-68.814869
AUDIOO Racing,electronics_store,retail,-32.8581108,-68.8159117
FAR GNC,store,retail,-32.8416,-68.8186779
ELASTICOS INDEPENDENCIA,store,retail,-32.842236,-68.8163469
Chila Neumáticos,store,retail,-32.845927,-68.841387
HEGO accesorios,store,retail,-32.847152,-68.841388
PROLUBE AUTOSTORE,store,retail,-32.84661,-68.84109600000001
NAROCO,store,retail,-32.85287259999999,-68.8440773
Rs Suspensión Neumática,store,retail,-32.8516087,-68.8345982
Reicars Repuestos y Accesorios,store,retail,-32.859983,-68.8420165
Solo Peugeot,store,retail,-32.854837,-68.827086
LUBRI-REP,store,retail,-32.854341,-68.826666
Autopartes Morichetti,store,retail,-32.8604277,-68.8328382
TAURO REPUESTOS,store,retail,-32.8608728,-68.8274496
Distribuidora Metropolitana,store,retail,-32.854686,-68.824097
Cromo Moto,store,retail,-32.863299,-68.832719
SUMO motomillas,store,retail,-32.8632829,-68.8327429
MOTORIDER,store,retail,-32.8615355,-68.833023
Gomeria SLM Pelado,store,retail,-32.8607683,-68.8331026
JM PERFOMANCE,store,retail,-32.857166,-68.833229
Gomería JC,store,retail,-32.855989,-68.833572
MARTIN FIERRO,store,retail,-32.851569,-68.8334
CAR GAS,store,retail,-32.85153289999999,-68.834465
DTS,store,retail,-32.855852,-68.837749
GOMERIA LAS HERAS,store,retail,-32.8532749,-68.834172
M & C REPUESTOS,store,retail,-32.848343,-68.842787
NEUMATICOS SAN MIGUEL,store,retail,-32.8556139,-68.841807
MOTOSPORT,store,retail,-32.8535899,-68.841574
Izquierdo Repuestos,store,retail,-32.8529098,-68.841247
GOMERIA SAN MIGUEL,store,retail,-32.8604364,-68.84171289999999
Sport Paint Cars,home_goods_store,retail,-32.860472,-68.841543
LA RUEDA,furniture_store,retail,-32.842819,-68.8340269
GOMERIA Mario,store,retail,-32.84561799999999,-68.834233
INTEGRAL VICHER,store,retail,-32.84313099999999,-68.8336109
REPUESTOS GIMENEZ,store,retail,-32.8447369,-68.834177
REPUESTOS ANDINO MULTIMARCAS,store,retail,-32.84359,-68.834082
Lubricentro LUBRI - CAR,store,retail,-32.848681,-68.834369
MOTO FOX RESPUESTOS Y ACCESORIOS,store,retail,-32.84734289999999,-68.830885
Vicino Maria A,store,retail,-32.844,-68.833
SEMIEJES STAITI,store,retail,-32.85151800000001,-68.836437
LUBRICENTRO GIMENEZ,store,retail,-32.846654,-68.8368799
GOMERÍA CRISTIAN,store,retail,-32.846435,-68.839685
B M Repuestos Dist Mayorista,store,retail,-32.8487686,-68.8384793
Casa Mario Calabro,store,retail,-32.846576,-68.8413659
Repuestera Nelson,store,retail,-32.8469107,-68.8411873
L.H. REPUESTOS,store,retail,-32.8464109,-68.8409549
Lucero tombesl,store,retail,-32.8363062,-68.8737924
Lavadero Pedro Molina,store,retail,-32.8789839,-68.816059
Hotel para mascotas,store,retail,-32.976916,-68.644981
Hotel para mascotas,store,retail,-32.976916,-68.644981
Indumentaria Herrera,clothing_store,retail,-33.052413,-68.5603529
Indumentaria Herrera,clothing_store,retail,-33.052413,-68.5603529
Indumentaria Herrera,clothing_store,retail,-33.052413,-68.5603529
Indumentaria Herrera,clothing_store,retail,-33.052413,-68.5603529
Pañalera Giuliano,clothing_store,retail,-33.0523493,-68.56046549999999
Desigual,clothing_store,retail,-33.0518889,-68.56038149999999
Mayte,clothing_store,retail,-33.051834,-68.5605109
Tiendas GÉNESIS,clothing_store,retail,-33.0519509,-68.561539
Shark,clothing_store,retail,-33.0516908,-68.5607687
ZILENCIO,clothing_store,retail,-33.05192600000001,-68.56168
Hechizos,clothing_store,retail,-33.0519036,-68.56185529999999
Mercería Monica,clothing_store,retail,-33.0514254,-68.5610071
Breshka,clothing_store,retail,-33.051961,-68.5628119
ALONSO,clothing_store,retail,-33.0517047,-68.5622546
Claudia Medina,clothing_store,retail,-33.0517107,-68.56227299999999
Limite Urbano,clothing_store,retail,-33.05141,-68.56161
FARMACIA PERFUMERÍA Santa Clara,pharmacy,retail,-33.051556,-68.5626379
Rita K,clothing_store,retail,-33.0513205,-68.5619593
Anto Indumentarias,clothing_store,retail,-33.0514754,-68.5631367
Tienda Sharon,clothing_store,retail,-33.0514,-68.5630829
Depormania,clothing_store,retail,-33.09865179999999,-68.5715891
Tienda Comercial,clothing_store,retail,-33.0987577,-68.57209499999999
AZABÄCHE,clothing_store,retail,-33.09744409999999,-68.5749174
JB Modas,clothing_store,retail,-33.058924,-68.5459889
Pañalera 2148,clothing_store,retail,-33.0592323,-68.5402696
MODAS Lili,clothing_store,retail,-33.0568977,-68.5478119
IMAGE,clothing_store,retail,-33.056174,-68.5487409
Paloma calzados & indumentaria,shoe_store,retail,-33.055921,-68.550499
G&L,clothing_store,retail,-33.05458839999999,-68.5559542
Modas Crazy,clothing_store,retail,-33.05379,-68.556507
Modas Crazy,clothing_store,retail,-33.05379,-68.556507
Modas Crazy,clothing_store,retail,-33.05379,-68.556507
Marllan Modas,clothing_store,retail,-33.05251980000001,-68.55662869999999
Charito,clothing_store,retail,-33.0529782,-68.5588136
Intimidades,clothing_store,retail,-33.0530429,-68.560491
Bruja's Calzados,shoe_store,retail,-33.0527251,-68.5595857
Ludmila,clothing_store,retail,-33.05259859999999,-68.5598436
Aarón,clothing_store,retail,-33.05272900000001,-68.560368
Indumentaria Herrera,clothing_store,retail,-33.052413,-68.5603529
PARA VOS - ROPA FORMAL E INFORMAL- UNISEX,clothing_store,retail,-33.0814118,-68.4691225
Sporting,clothing_store,retail,-33.08131269999999,-68.47172309999999
Laymar Indumentaria,clothing_store,retail,-33.0525839,-68.5602092
Calzados Hema,shoe_store,retail,-33.0520621,-68.5614598
PERFUMERÍA jade,jewelry_store,retail,-33.0519482,-68.5618054
Giabella Indumentaria,clothing_store,retail,-33.102726,-68.48065
Narrow,clothing_store,retail,-33.086245,-68.474313
TU OPCION ES UNICA,clothing_store,retail,-33.0873561,-68.4737518
Tu Loca Moda,clothing_store,retail,-33.0834178,-68.4718515
Mundana,shoe_store,retail,-33.083326,-68.471801
Sion Jeans - NA2A,clothing_store,retail,-33.07717399999999,-68.469571
EGGER Soluciones Textiles,clothing_store,retail,-33.0864951,-68.46786999999999
Florencia Rossi Diseño de Moda,clothing_store,retail,-33.0294423,-68.59441389999999
"Bebesitos ""Dale Mimos""",clothing_store,retail,-33.0865346,-68.4618763
Proverbio Mujer,clothing_store,retail,-33.1931292,-68.463728
El Establito,clothing_store,retail,-33.19399600000001,-68.464232
Nomades Moto,clothing_store,retail,-33.192798,-68.46173
Catania Hijos del Rey,clothing_store,retail,-33.19463399999999,-68.464433
Sentite Guapa,clothing_store,retail,-33.19484599999999,-68.463781
Farmacia & Perfumería Pasteur,pharmacy,retail,-33.0868662,-68.47819729999999
Sangre Paisana,clothing_store,retail,-33.086996,-68.47303099999999
Audaz,clothing_store,retail,-33.08698,-68.474758
Farmacia y Perfumería de Lourdes,pharmacy,retail,-33.08694999999999,-68.4657775
Sol y Luna,clothing_store,retail,-33.0865848,-68.4729502
BACCARAT HOMBRES,clothing_store,retail,-33.086388,-68.474332
Macowens,clothing_store,retail,-33.0863325,-68.4745367
LENCERIA Más Guapas,clothing_store,retail,-33.086177,-68.473011
Miguel A Herrerias,clothing_store,retail,-33.0862345,-68.4745477
Alma Teca Taller De Costura,clothing_store,retail,-33.0866242,-68.47830429999999
NICIANO,clothing_store,retail,-33.08603000000001,-68.47296
GREGORIS,clothing_store,retail,-33.086103,-68.474287
ES LO QUE QUIERO,clothing_store,retail,-33.0860349,-68.47349100000001
FICCION GIRLS,clothing_store,retail,-33.086059,-68.47426700000001
Stilo Fashion Ropa Formal e informal para Damas-Caballeros y Niños,clothing_store,retail,-33.08609000000001,-68.46573
AS Indumentaria Deportiva..colo..(elizabet verna),clothing_store,retail,-33.0858994,-68.4707938
Azul,clothing_store,retail,-33.08602,-68.4742529
Dulce Placard,clothing_store,retail,-33.08635700000001,-68.4781759
Bonny Age,clothing_store,retail,-33.0858936,-68.474387
New Life,clothing_store,retail,-33.0857339,-68.47371
Los 3 Soles,clothing_store,retail,-33.0938182,-68.48106849999999
Telmira del Monaco,clothing_store,retail,-33.0923402,-68.47247030000001
Mari-Car,clothing_store,retail,-33.09333789999999,-68.4805949
Morfosís,clothing_store,retail,-33.0919698,-68.4753707
Coste Xtreme,clothing_store,retail,-33.09052899999999,-68.474694
GEA,clothing_store,retail,-33.090254,-68.47639339999999
Dali,clothing_store,retail,-33.0901232,-68.4764227
muro,clothing_store,retail,-33.0886697,-68.4689186
AMADEO Pato Pampa,clothing_store,retail,-33.088608,-68.475504
PERLANAS,clothing_store,retail,-33.088344,-68.47381
Juan A Di Paola,clothing_store,retail,-33.0881068,-68.4664693
Luna,clothing_store,retail,-33.08801080000001,-68.46671189999999
S SAHIRA,shoe_store,retail,-33.0874309,-68.47491
Romina A Maineri,clothing_store,retail,-33.0873804,-68.47487269999999
47 Street,clothing_store,retail,-33.0873799,-68.474921
Piccolina,clothing_store,retail,-33.08734889999999,-68.4748939
TUTTO,clothing_store,retail,-33.08732889999999,-68.4748609
mayte,shoe_store,retail,-33.087222,-68.473337
altagracia,clothing_store,retail,-33.08718700000001,-68.4747919
De mil amores,clothing_store,retail,-33.0870757,-68.4743763
Cherry Indumentaria,clothing_store,retail,-33.140858,-68.487584
Cherry Indumentaria,clothing_store,retail,-33.14098119999999,-68.48774949999999
OCRE,clothing_store,retail,-33.1450791,-68.4814377
Punto Aparte,clothing_store,retail,-33.146728,-68.4817463
Aridza Modas,clothing_store,retail,-33.1040885,-68.48268929999999
