nombre,tipo,categoria,lat,lng
Adrian Tattoo,store,retail,-32.966688,-68.792549
Heladeria HAPPY ICE,store,retail,-32.9623109,-68.7945371
Almacén Vero,grocery_or_supermarket,retail,-32.9621555,-68.7942953
MADERAS-CORRALON San Vicente,store,retail,-32.9681369,-68.79222519999999
Mundo Animal,store,retail,-32.9688602,-68.7922518
VM RACING,store,retail,-32.9690231,-68.7982233
Paola,store,retail,-32.966505,-68.79511579999999
MAGO DANTE ROJAS,store,retail,-32.9650791,-68.79520219999999
Transcool S.A.,store,retail,-32.963957,-68.7956914
Reina sofia,grocery_or_supermarket,retail,-32.9643185,-68.7951104
Taller De Refrigeración,store,retail,-32.964279,-68.7949521
REGALERIA GIULIANO BIJOUTERIE & ANEXOS,store,retail,-32.9634032,-68.79502219999999
San Gabriel,store,retail,-32.967526,-68.7889168
Green Market,grocery_or_supermarket,retail,-32.9711228,-68.7936103
FRIGORIFICO BECERRA & CIA,store,retail,-32.9713877,-68.7869726
parrilla los amigos,store,retail,-32.97198770000001,-68.7870597
Minimarket Rama,store,retail,-32.9699137,-68.79261629999999
"PET SHOP ""LA LUNA""",store,retail,-32.966648,-68.78735350000001
Almacén Don Hector Cruz,grocery_or_supermarket,retail,-32.9639477,-68.7888749
Heladeria Giovalu,store,retail,-32.96420159999999,-68.78802420000001
COMERCIAL BRIAN,store,retail,-32.964779,-68.79104389999999
Vivero Maza,store,retail,-32.9647637,-68.7912537
CERAMICASA,store,retail,-32.964638,-68.791
INSUMOS INDUSTRIALES WALPEN,store,retail,-32.96538520000001,-68.7912117
"Petshop ""El pipo""",grocery_or_supermarket,retail,-32.96401840000001,-68.7882266
Automotores Benegas,store,retail,-32.9631334,-68.790882
"Trozadero ""Maza""",store,retail,-32.960707,-68.79001099999999
Santería San Expedito,store,retail,-32.9605588,-68.7905043
Salón De Eventos,store,retail,-32.9611447,-68.78923759999999
GENCOELEC - venta de materiales eléctricos,store,retail,-32.96043390000001,-68.7901036
Mery-Nan Tienda (Chiclana N° 50),store,retail,-32.9634115,-68.7916959
Avícola Baccaro,store,retail,-32.962556,-68.790408
El Vesubio Fabrica de Pastas,store,retail,-32.9624092,-68.79117
Trozadero Enrique,store,retail,-32.9609895,-68.7901597
Frutas Y Verduras Lu-Ar,store,retail,-32.9629057,-68.8114044
TROZADERO LEO,store,retail,-32.9620059,-68.812708
Aciar Banquetes,store,retail,-32.9509759,-68.7520682
Pastas di pascualle,grocery_or_supermarket,retail,-32.9467104,-68.7509752
Lomoro,store,retail,-32.947304,-68.752543
Alimentos,grocery_or_supermarket,retail,-32.9456241,-68.7478703
Parqueadero Las Palmeras,store,retail,-32.9427445,-68.7512023
Industrias Los Andes,store,retail,-32.9458554,-68.7457117
Sergio Videla Maderas,store,retail,-32.944372,-68.749124
Mendogom Saci,store,retail,-32.9417396,-68.7491211
Pollería La Nona,store,retail,-32.9546629,-68.7826522
ALMAOLIVA S.A. entrada fábrica,grocery_or_supermarket,retail,-32.9454794,-68.7704524
Alespi aceites,grocery_or_supermarket,retail,-32.9448444,-68.7711217
LAUTARO,store,retail,-32.9542373,-68.78396649999999
Minimarket Krosty,store,retail,-32.9558279,-68.7789349
Verdulería,grocery_or_supermarket,retail,-32.9548263,-68.7805255
MERCADITO DON LUIS,store,retail,-32.9548856,-68.7822908
MECATECNO S.A.,store,retail,-32.94673100000001,-68.78603489999999
ALMAOLIVA S.A.,grocery_or_supermarket,retail,-32.9504201,-68.7707235
CARNES NANO,store,retail,-32.953922,-68.785933
"TERABYTES, INFORMATICA",store,retail,-32.9535921,-68.7854282
Camilo Supermercado,grocery_or_supermarket,retail,-32.9563207,-68.7855348
KHAOS,store,retail,-32.9533677,-68.7874756
Trozadero Daniele,store,retail,-32.9535111,-68.78780429999999
Mercería Angy,store,retail,-32.9525602,-68.7872019
Mercería Trapito,store,retail,-32.951492,-68.786914
Metal Ferr,store,retail,-32.9455001,-68.78500799999999
San Pedro IMPLEMENTOS AGRICOLAS,grocery_or_supermarket,retail,-32.944623,-68.784919
Rolando Diaz,store,retail,-32.9442682,-68.7843879
Servigraf,store,retail,-32.94721539999999,-68.7843446
FRIGORIFICO LA MERCEDES,store,retail,-32.9472759,-68.785736
CERSA Centro Enológico Rivadavia s.a.,store,retail,-32.9476227,-68.7859594
Electro Biancuzo,store,retail,-32.94691199999999,-68.78578
SPALENZA SERVICE,store,retail,-32.9458544,-68.7851523
VERDULERÍA FRUTERÍA EL BATI,store,retail,-32.947224,-68.786315
BASE Mercedes,store,retail,-32.9461469,-68.7857075
MAZA NORTE automotora,store,retail,-32.9460522,-68.78561359999999
MINI FERIA LUZURIAGA,store,retail,-32.947922,-68.798357
MAXICELL,store,retail,-32.9487899,-68.794639
EL ESTANCIERO,store,retail,-32.9481925,-68.7953794
Fabio Videla Estetica,store,retail,-32.9530207,-68.79951919999999
Mio Kane,store,retail,-32.9533621,-68.802228
PATA NEGRA DELICATESSEN,grocery_or_supermarket,retail,-32.9555479,-68.7953272
MINI FERIA LUZURIAGA,store,retail,-32.947922,-68.798357
MINI FERIA LUZURIAGA,store,retail,-32.947922,-68.798357
MINI FERIA LUZURIAGA,store,retail,-32.947922,-68.798357
MINI FERIA LUZURIAGA,store,retail,-32.947922,-68.798357
M y J SERVICIO TÉCNICO DE CELULARES,store,retail,-32.95495759999999,-68.7885277
TOP MUSIC,store,retail,-32.95495289999999,-68.7885009
Supermercado Roca,grocery_or_supermarket,retail,-32.954729,-68.7889132
Spala Lanas,store,retail,-32.9546374,-68.7889144
COMO EN CASA,grocery_or_supermarket,retail,-32.9584763,-68.78913829999999
"PET SHOP ""EL ARCA""",store,retail,-32.9587299,-68.7889869
Aquarius Minimarket ..,grocery_or_supermarket,retail,-32.9563016,-68.7882683
QUINIELA DE MENDOZA Agencia Oficial N° 043,store,retail,-32.955328,-68.7891281
VIDEO CLUB RENACER,store,retail,-32.95483789999999,-68.7889515
HELADOS LOMORO,store,retail,-32.9525836,-68.7879382
Fresh Pan Gutierrez,grocery_or_supermarket,retail,-32.9521916,-68.78783949999999
Solutions LABORATORIO,store,retail,-32.9516075,-68.7881699
Carnes JAVI,store,retail,-32.95306800000001,-68.7884601
AREA-51,store,retail,-32.9525473,-68.7882393
El Chiringuito by Manos de Mariposa,store,retail,-32.9528415,-68.7881254
MaCLau DIETÉTICA HERBORISTERÍA,grocery_or_supermarket,retail,-32.9529705,-68.78847390000001
Minimercado MAZA,grocery_or_supermarket,retail,-32.9533181,-68.7885014
"""Karlita""",store,retail,-32.9514544,-68.7877468
Libreria Gutierrez,store,retail,-32.9509346,-68.78854609999999
Santería Santa María,store,retail,-32.950621100000014,-68.7877452
PURO CERDO ELABORACIÓN ARTESANAL,store,retail,-32.9502627,-68.7882369
Vidrios CGA,store,retail,-32.9510781,-68.7874585
movistar,store,retail,-32.9508661,-68.7879664
NICK GALARD MAGO ILUSIONISTA,store,retail,-32.951903,-68.809828
Dulce Travesura,store,retail,-32.9495215,-68.80715599999999
Del Prado Vivero,store,retail,-32.949012,-68.793311
Carnes Anna,store,retail,-32.948954,-68.793876
La Panadería,grocery_or_supermarket,retail,-32.945994,-68.7921056
D'tooo pet's,grocery_or_supermarket,retail,-32.9486008,-68.7942782
El Negocio El Polo/siso,grocery_or_supermarket,retail,-32.9470323,-68.7902277
La Panadería De Hidalgo Pan,grocery_or_supermarket,retail,-32.9481059,-68.7925693
Carniseria Confiable,grocery_or_supermarket,retail,-32.949055,-68.7931967
Kiosco Hilda,grocery_or_supermarket,retail,-32.9449358,-68.79562469999999
Canchas luzuriaga futbol 5,store,retail,-32.94685219999999,-68.8015
Quincho El Viejo Nogal,store,retail,-32.94640909999999,-68.8012435
JJ Tapas Rectificaciones y Repuestos del Automotor,store,retail,-32.94641790000001,-68.7964162
Silo,grocery_or_supermarket,retail,-32.9473782,-68.80936849999999
Grido Luzuriaga,store,retail,-32.9463148,-68.8043351
Sub Agencia Oficial No.24,store,retail,-32.944965,-68.8103852
Abasto de carnes La Cuyana,grocery_or_supermarket,retail,-32.94431830000001,-68.8061845
TROZADERO DE POLLOS Maris,store,retail,-32.944869,-68.810467
El ABASTO CARNES,store,retail,-32.9454798,-68.8114753
Super A,grocery_or_supermarket,retail,-32.965756,-68.8543689
GENCOELEC NEORED (sucursal Carrodilla) MATERIALES ELECTRICOS,store,retail,-32.96357579999999,-68.8535009
El Misionero V,store,retail,-32.9692979,-68.8406851
LOS VIRREYES S.A.,store,retail,-32.957249,-68.847178
ALGLASS ALUMINIO & VIDRIOS,store,retail,-32.9551037,-68.8496692
Il gusti,store,retail,-32.95842640000001,-68.8592094
SISTEMA Blocke ARGENTINA,store,retail,-32.9547201,-68.84912
A3MAS centro gráfico,store,retail,-32.948241,-68.853934
Mario Gomez: Sound and Lighting,store,retail,-32.942626,-68.841821
Atomo Perito Moreno,grocery_or_supermarket,retail,-32.9362478,-68.84600790000002
Cartelería Manna,store,retail,-32.9361925,-68.84104900000001
Ferrelec Mendoza,store,retail,-32.937241,-68.849785
Organic Wine Argentina,store,retail,-32.97006520000001,-68.8169956
Autoservicio El Mirador,grocery_or_supermarket,retail,-32.9686292,-68.8280113
REINA DE LA CASA,store,retail,-32.97133090000001,-68.81432199999999
"Despensa ""LA AMI""",grocery_or_supermarket,retail,-32.9698098,-68.8148058
El Puesto,store,retail,-32.971975,-68.8211649
Paso a paso,grocery_or_supermarket,retail,-32.972302,-68.818513
"Minimarket "" LA ESQUINA """,grocery_or_supermarket,retail,-32.96893869999999,-68.82649420000001
LA DIOSA,grocery_or_supermarket,retail,-32.9723604,-68.8146465
NOVA ESTETICA INTEGRAL,store,retail,-32.97252929999999,-68.81429670000001
"""San Expedito""",store,retail,-32.973304,-68.813084
Arte Natural JARDINERIA,store,retail,-32.97024399999999,-68.853876
LO NATURAL DIETETICA,store,retail,-32.969552,-68.85019
SUPERMERCADOS SARMIENTO,grocery_or_supermarket,retail,-32.9678959,-68.849319
"Libreria Y Fotocopias ""Yoyo""",store,retail,-32.9678252,-68.84893509999999
Fotocopias YOYO,store,retail,-32.9678074,-68.8489459
QUINIELA DE MENDOZA Agencia Oficial La 440,store,retail,-32.9674939,-68.84947470000002
Kiosco Al Paso,store,retail,-32.968225,-68.8444667
Frutas Y Verduras Marcela,grocery_or_supermarket,retail,-32.967818,-68.8457746
Petshop SOL,grocery_or_supermarket,retail,-32.9670743,-68.8480196
bodegas alta Vista,grocery_or_supermarket,retail,-32.9770092,-68.8645038
La Jarilla,grocery_or_supermarket,retail,-32.9756131,-68.8551331
Supermercado Sarmiento,grocery_or_supermarket,retail,-32.9737994,-68.8554949
Don Fernando,store,retail,-32.97310700000001,-68.854834
Don Salvador,store,retail,-32.97307299999999,-68.854877
FARMACIA & PERFUMERIA KLACE,health,retail,-32.9738157,-68.8560191
FARMACIA & PERFUMERIA KLACE,health,retail,-32.9738157,-68.8560191
Sur Rotisería,grocery_or_supermarket,retail,-32.9714291,-68.84451059999999
Super Apollo,grocery_or_supermarket,retail,-32.9710185,-68.8452894
SIE,store,retail,-32.970327,-68.853909
SIE,store,retail,-32.970327,-68.853909
Distribuidor Independiente Herbalife,store,retail,-32.9759104,-68.8516776
ALMACEN SOLES,grocery_or_supermarket,retail,-32.9770155,-68.8550328
Polo Bodegas Y Vi�edos,store,retail,-32.9740219,-68.8519592
Empanadas y cosas ricas,grocery_or_supermarket,retail,-32.981107,-68.8772183
SUPER A,grocery_or_supermarket,retail,-32.9818934,-68.8776275
Madrilena,store,retail,-32.983392,-68.877867
SANA TENTACIÓN,health,retail,-32.9842979,-68.879903
Tatto,store,retail,-32.98507389999999,-68.8799607
Rock City,store,retail,-32.98547690000001,-68.8800359
RAPIPAGO Y ACCESORIOS PARA SU CELULAR,store,retail,-32.983312,-68.878007
Moon Tattoo,store,retail,-32.985393,-68.880374
Milanguitas,grocery_or_supermarket,retail,-32.9742124,-68.8755347
Campesina,store,retail,-32.9724807,-68.8763523
MARIA ELENA,store,retail,-32.95592,-68.826497
Despensa Verduras Y Frutas,grocery_or_supermarket,retail,-32.95856139999999,-68.8330019
Polleria gadiel,grocery_or_supermarket,retail,-32.96315129999999,-68.8332822
Huesitos,store,retail,-32.962014,-68.814677
FERRETOOLS,store,retail,-32.9570375,-68.8242423
VIDEO CLUB EL GARAGE,store,retail,-32.9617998,-68.8207042
Isadora,store,retail,-32.95593789999999,-68.8596369
Ficarra World Spices,store,retail,-32.95651,-68.8585839
Malba Supplies Brewers,store,retail,-32.957882,-68.8605293
FrutiShop,store,retail,-32.956345,-68.858518
Vea Cencosud,grocery_or_supermarket,retail,-32.955675,-68.85791
Umara,store,retail,-32.95553100000001,-68.85786300000001
origen vivero,store,retail,-32.9579449,-68.861195
ALDO TOLIN AGROMAQUINARIAS S. A.,store,retail,-32.966366,-68.84097
Carniceria DE CAROLI,store,retail,-32.9644948,-68.8396952
Kiosco 'La Maranona',grocery_or_supermarket,retail,-32.9635575,-68.84428729999999
Bruno,grocery_or_supermarket,retail,-32.962721,-68.852982
Churrico,grocery_or_supermarket,retail,-32.9657542,-68.85422220000001
POLLERIA Agustín,store,retail,-32.96245810000001,-68.8478356
villa roble,store,retail,-32.9634301,-68.85351279999999
Agencia 48,store,retail,-32.9635652,-68.8538565
VIVERO LUJÁN,store,retail,-32.963093,-68.853906
Despensa Splash,grocery_or_supermarket,retail,-32.9602665,-68.84460340000001
QUINIELA DE MENDOZA,store,retail,-32.9613338,-68.845501
TROZADERO B.E.R.,store,retail,-32.9613141,-68.8456484
MEI,store,retail,-32.9621186,-68.84674919999999
MERCERÍA JARAS,store,retail,-32.961739,-68.843683
GRIDO HELADOS,store,retail,-32.96270670000001,-68.8536751
QUINIELA DANIEL,store,retail,-32.9587832,-68.8518811
QUINIELA TILCARA,store,retail,-32.958783,-68.85188099999999
ÓPTICA Y FOTOGRAFÍA SALGUERO,health,retail,-32.9630909,-68.8538062
POLLOS-GALLINAS,store,retail,-32.95934089999999,-68.84987819999999
REGALERIA NELY,store,retail,-32.959219,-68.8493116
AUTOMOTORES CARLOS IULIANO,store,retail,-32.9618358,-68.853082
Smith International Inc SA,store,retail,-32.9616227,-68.85309740000001
AL-FER MATERIALES DE CONSTRUCCIÓN,store,retail,-32.9609816,-68.8531931
Mercado La Rural,grocery_or_supermarket,retail,-32.96249379999999,-68.85334929999999
Bracko - Librería | Juguetería | Mercería,store,retail,-32.962458,-68.85343999999999
Printcom,store,retail,-32.960473,-68.853207
Corralón El Rafa,store,retail,-32.9613758,-68.8488766
CARNES ''Carrodilla'',store,retail,-32.9607622,-68.8500171
ATOMO CARRODILLA,grocery_or_supermarket,retail,-32.960634,-68.8504459
"DIETETICA ""Melisa""",grocery_or_supermarket,retail,-32.958949,-68.854519
VERDULERIA ESTELA,grocery_or_supermarket,retail,-32.9613357,-68.86325579999999
OFME Materiales Electricos,store,retail,-32.9585479,-68.86166399999999
Aloha Helados,store,retail,-32.9613923,-68.8635479
VERDULERIA,store,retail,-32.9591308,-68.8556055
La Boutique del pollo,store,retail,-32.9609411,-68.8566468
Kiosco Luli,store,retail,-32.960498,-68.8570033
MERCADITO Jorge,grocery_or_supermarket,retail,-32.9614031,-68.8598695
Despensa Pan Caliente,grocery_or_supermarket,retail,-32.96088029999999,-68.8562174
Despensa Don Chicho,grocery_or_supermarket,retail,-32.9594125,-68.8577569
Piedra Interior,store,retail,-32.969183,-68.8784259
Minimarket Nelly,grocery_or_supermarket,retail,-32.96669930000001,-68.86821859999999
COPY CENTER,store,retail,-32.948554,-68.821704
Despensa E11,grocery_or_supermarket,retail,-32.9495889,-68.8292106
Papelitos Cotillon,grocery_or_supermarket,retail,-32.947986,-68.8220923
Bambina Fábrica de Pastas,store,retail,-32.947691,-68.823433
Mercadito Avenida,grocery_or_supermarket,retail,-32.9542254,-68.83062850000002
Extra Brut SRL,store,retail,-32.94994099999999,-68.83994299999999
Despensa Los Ramones,store,retail,-32.9541033,-68.8255692
Terrada,store,retail,-32.9515491,-68.8255179
Farmacia PABLO VI,health,retail,-32.94875890000001,-68.824395
Verdulería Walter,grocery_or_supermarket,retail,-32.948472,-68.824851
Los Juanes,grocery_or_supermarket,retail,-32.9504462,-68.8291351
ATOMO LUZURIAGA,grocery_or_supermarket,retail,-32.950887,-68.820966
pulcinas indumentaria,store,retail,-32.94981920000001,-68.83482029999999
MACROMAT S.A.,store,retail,-32.9426349,-68.821289
La Mama,grocery_or_supermarket,retail,-32.9449686,-68.81622039999999
MACROMAT,store,retail,-32.942343,-68.821439
Helados Lomoro,store,retail,-32.94189280000001,-68.82399199999999
4-200 Delivery,grocery_or_supermarket,retail,-32.9442834,-68.81483759999999
MULTISERVICIOS GUIMAX,store,retail,-32.9479646,-68.83722569999999
Impreshop Gráfica Integral,store,retail,-32.94459999999999,-68.813596
Kiosco Sandra,grocery_or_supermarket,retail,-32.9566178,-68.8350165
"Mercadito ""La Vero""",grocery_or_supermarket,retail,-32.9574587,-68.8375318
POLLOS Carmen,store,retail,-32.955979,-68.8377589
Pastas Frescas la Familia Pastas Artesanales,store,retail,-32.9500008,-68.8166809
Minimarket Santiago,grocery_or_supermarket,retail,-32.9495453,-68.81521579999999
"""MimArte"" Regalería Artesanal",store,retail,-32.9489815,-68.81689349999999
Mayorista Palumbo,store,retail,-32.9527994,-68.8351943
Living ya!,store,retail,-32.94981920000001,-68.83482029999999
MINIMARKET PACHI,grocery_or_supermarket,retail,-32.94440449999999,-68.8146775
ELECTRICIDAD SARMIENTO,store,retail,-32.94440449999999,-68.8146775
"""Sabor a pollo""",store,retail,-32.944696,-68.813217
HELADERÍA PEGASSO,store,retail,-32.944767,-68.812979
Regaleria Gregorio,store,retail,-32.946751,-68.82081889999999
"POLLERIA ""La Lucía""",store,retail,-32.9459965,-68.8204334
Peluquería Canina,grocery_or_supermarket,retail,-32.946292,-68.819622
VIDEORED,store,retail,-32.94738899999999,-68.8204449
el gran Lechón,store,retail,-32.9442992,-68.81563799999999
QUINIELA DE MENDOZA,store,retail,-32.945589,-68.8228589
TAKAYAMA,store,retail,-32.948016,-68.837563
Despensa Mis 3 Soles,grocery_or_supermarket,retail,-32.9455698,-68.8369012
BIOGAMMA S.R.L.,health,retail,-32.948414,-68.84329199999999
Guevara Comunicaciones,store,retail,-32.95219790000001,-68.8580219
Avieste,store,retail,-32.9473991,-68.8430128
Avieste,store,retail,-32.9473991,-68.8430128
Olivia Eventos & Eventos,grocery_or_supermarket,retail,-32.953342,-68.8434224
Los Nietos,grocery_or_supermarket,retail,-32.954255,-68.8386747
Adriana Paola TOMAS,store,retail,-32.9551921,-68.8420409
MET-AL( Metalurgica Alaniz),store,retail,-32.9568752,-68.8541236
MOTRIZ Repuestos Y Servicio Mecanico,store,retail,-32.9538881,-68.8476714
Distribuidora Fatima,grocery_or_supermarket,retail,-32.9565291,-68.85497579999999
Verduleria El Lalo,grocery_or_supermarket,retail,-32.9558857,-68.8506268
PET SHOP PAOLA,store,retail,-32.95630610000001,-68.8469358
Diego Taller,store,retail,-32.954451,-68.849274
Dietetica Bety,grocery_or_supermarket,retail,-32.9551374,-68.8462352
QUINIELA DE MENDOZA,store,retail,-32.953916,-68.8481099
Verduleria La Esperanza,grocery_or_supermarket,retail,-32.957257,-68.848513
GRANJA BENEDETTI,store,retail,-32.95675500000001,-68.85088449999999
Helados Artesanales,store,retail,-32.9561378,-68.849673
Duci Oftalmópticas,health,retail,-32.955628,-68.8600809
Londontie,store,retail,-32.9552429,-68.859796
VERDULERÍA GABRIEL,store,retail,-32.955977,-68.8557529
Republica Milanga,grocery_or_supermarket,retail,-32.956516,-68.8586093
Torrent The Market,grocery_or_supermarket,retail,-32.9561778,-68.8584151
Granja Benedetti,store,retail,-32.95608399999999,-68.858317
Pascucci - Fábrica de Pastas,grocery_or_supermarket,retail,-32.956018,-68.858261
Silkey,store,retail,-32.9556118,-68.85699389999999
Noah's Ark,store,retail,-32.9556101,-68.8592453
Alegretto,store,retail,-32.954906,-68.859368
Swatch,store,retail,-32.95561,-68.860106
INNAMORATO - Helaría - Chocolateria - Pastelería - Cafetería,store,retail,-32.9552859,-68.8598056
Margarita Velez,store,retail,-32.9558419,-68.8600419
"Guapaletas, Palmares Open Mall",store,retail,-32.9552615,-68.8597609
Mercadito Armando,store,retail,-32.9488625,-68.8438142
LAS MARÍAS,store,retail,-32.949855,-68.8445048
DESPENSA CELESTE,store,retail,-32.95348899999999,-68.8446759
Belu,store,retail,-32.95075800000001,-68.8438
Higraf,store,retail,-32.9510599,-68.85348640000001
GoBar Mayorista y Oficinas,store,retail,-32.9528876,-68.85146550000002
Candy Boom,store,retail,-32.955007,-68.859584
Freddo Mendoza Palmares Open Mall,store,retail,-32.954921,-68.85952859999999
Luigi Pastas,store,retail,-32.95150399999999,-68.8553427
Mailhó Heladeria & Pasteleria Parque Benegas,store,retail,-32.9500534,-68.85460619999999
Carnes De Carolis,grocery_or_supermarket,retail,-32.9473034,-68.8465785
Ceven Fabrica De Ventanas,store,retail,-32.9462938,-68.8384607
Farmacia URBANA,health,retail,-32.9473868,-68.8448879
TROZADERO CATULO,store,retail,-32.9457337,-68.83856109999999
ATOMO Cervantes,grocery_or_supermarket,retail,-32.9446881,-68.8420331
Mi Rincón Natural,grocery_or_supermarket,retail,-32.9471741,-68.84633540000002
Campo Firlot,store,retail,-32.9478077,-68.8417486
Evaristo Carniceria Minimarket,grocery_or_supermarket,retail,-32.9478305,-68.8419243
Mi Familia,store,retail,-32.9475004,-68.84283789999999
EL FARO CARNES,store,retail,-32.9475692,-68.8429688
REINO,health,retail,-32.947953,-68.838745
MIS VIEJOS,store,retail,-32.9478847,-68.83846199999999
FERIA LECLAU,grocery_or_supermarket,retail,-32.9474058,-68.84370299999999
El Rafa,grocery_or_supermarket,retail,-32.9465902,-68.8430185
ARCE-KÜMELEn,store,retail,-32.945346,-68.852429
Estancia La Candela,store,retail,-32.949745,-68.8544649
PET SHOP DUMBO,store,retail,-32.945444,-68.8534349
Rodriguez Silvana V,grocery_or_supermarket,retail,-32.9464252,-68.8544074
Tía Verdura,grocery_or_supermarket,retail,-32.9473171,-68.8467825
Wine Labels S.R.L.,store,retail,-32.945681,-68.8489989
Viandas CANDY,store,retail,-32.9463889,-68.85297489999999
La Clinica Del Semi-Eje,store,retail,-32.94769349999999,-68.85389289999999
"QUINIELA ""LA MAS GANADORA""",store,retail,-32.9471609,-68.8495348
Desayunos Mendoza,store,retail,-32.947026,-68.849387
Mercadito El Rancho,grocery_or_supermarket,retail,-32.9461778,-68.84945259999999
Casa de Juegos,store,retail,-32.94554399999999,-68.854927
CARNES RIZZO,store,retail,-32.9469629,-68.862501
Remiseria Fernandez,store,retail,-32.9474894,-68.8627419
Carnicería Nicolas,grocery_or_supermarket,retail,-32.9456422,-68.8544635
Informática Luna,store,retail,-32.946269,-68.8625014
Gladys Kiosco,grocery_or_supermarket,retail,-32.9488411,-68.86036849999999
Regalos WALA,store,retail,-32.946889,-68.8604089
AMINOMANI,store,retail,-32.9465863,-68.8547857
GS Computación,store,retail,-32.947252,-68.85876600000002
Rey Del Toner,store,retail,-32.946518,-68.8573948
veterinaria,store,retail,-32.9480671,-68.8564641
Vivero El Plata,store,retail,-32.948151,-68.855927
Avemax,grocery_or_supermarket,retail,-32.9492518,-68.8558855
ATOMO Supermercados,grocery_or_supermarket,retail,-32.9454853,-68.87150840000001
ATOMO ESTANZUELA,grocery_or_supermarket,retail,-32.9454622,-68.8711282
ATOMO Supermercados,grocery_or_supermarket,retail,-32.9454853,-68.87150840000001
The three brothers,grocery_or_supermarket,retail,-32.9010047,-68.6962238
Don Jose,grocery_or_supermarket,retail,-32.9005836,-68.6959876
Escribania Lote,store,retail,-32.90034139999999,-68.6998955
Barrio Aldea De Torreblanca,store,retail,-32.9387325,-68.7277326
Grido Helados,store,retail,-32.898295,-68.6938629
Bicicleteria contino,store,retail,-32.9303081,-68.73221649999999
Pet Shop Caro,grocery_or_supermarket,retail,-32.89746840000001,-68.6933483
Kiosko Palavecino,store,retail,-32.9299597,-68.67532349999999
Agro Campaña,grocery_or_supermarket,retail,-32.9067702,-68.7008012
Bennardi SRL,store,retail,-32.9276656,-68.6737316
Transporte Expoverde,store,retail,-32.9047503,-68.70745099999999
Rodeo De La Cruz,grocery_or_supermarket,retail,-32.9047258,-68.7075691
Ind Conter,store,retail,-32.9113453,-68.7198817
Agro Isme Azeitona,store,retail,-32.90636630000001,-68.6814661
LERIDA Paseo Las Cortaderas,grocery_or_supermarket,retail,-32.9292745,-68.7270546
Artesanos GOODMARKET,grocery_or_supermarket,retail,-32.9295227,-68.72740259999999
Grido,store,retail,-32.9010136,-68.6962087
Semilleria Don Luis,store,retail,-32.9317474,-68.7315521
Carnes Mauri,store,retail,-32.9291177,-68.7336478
Bachelor S.R.L,grocery_or_supermarket,retail,-32.934341,-68.73384899999999
Prima Vista Motors,store,retail,-32.9257919,-68.740527
Crttermicos,store,retail,-32.9219712,-68.74028849999999
MV Camiones,store,retail,-32.9380893,-68.7399136
Verallia,store,retail,-32.9164496,-68.747249
Autoservicio El Jamaica,grocery_or_supermarket,retail,-32.9237929,-68.6949325
Silvia N Fernandez,store,retail,-32.916,-68.716
Semilleria El Sembrador,store,retail,-32.9293229,-68.73315
Bruno Productos Seleccionados - Galpón de Empaque,grocery_or_supermarket,retail,-32.933725,-68.7373824
LONERA LOS ANDES,store,retail,-32.9218882,-68.739311
Trozadero Rodeo,store,retail,-32.9217826,-68.73932409999999
Vea Cencosud,grocery_or_supermarket,retail,-32.927007,-68.734963
"Escondite Del Sol""Pelotero""",store,retail,-32.9273797,-68.7350148
Premoldeados Chavez,store,retail,-32.926242,-68.73620799999999
Mengual Pc Serv,store,retail,-32.9255371,-68.7367517
Despensa y polleria Virgen De Lourdes,store,retail,-32.9287184,-68.7377965
Agencia de Quiniela,store,retail,-32.9237929,-68.7378968
santeria uriel,store,retail,-32.9239069,-68.7379424
PARABRISAS RODEO,store,retail,-32.92404309999999,-68.73805639999999
Pinturerias del Centro,store,retail,-32.9238065,-68.7381949
Eleven Store,store,retail,-32.92349519999999,-68.7383826
Despensa VIKY,grocery_or_supermarket,retail,-32.9099743,-68.73669319999999
Isgro,grocery_or_supermarket,retail,-32.9155188,-68.7370593
El Portal Aberturas,store,retail,-32.93251209999999,-68.7949251
Supermercados la Anonima,grocery_or_supermarket,retail,-32.9269314,-68.8061196
Maderas Fazio,store,retail,-32.8962041,-68.7788166
Artemanía,store,retail,-32.93699120000001,-68.8009517
Onemar Mendoza,store,retail,-32.9276526,-68.8037518
Delfer S.R.L.,store,retail,-32.9362231,-68.7789058
Huerta Gourmet,grocery_or_supermarket,retail,-32.921489,-68.762112
This Ltda Cooperativa access,grocery_or_supermarket,retail,-32.92078899999999,-68.768239
Customer Center Claro Mendoza Plaza Shopping,store,retail,-32.90101569999999,-68.79968579999999
Veterinaria Mendoza,store,retail,-32.90798099999999,-68.80051399999999
Mercado Cooperativo del Este,grocery_or_supermarket,retail,-32.9217569,-68.7684081
INDUMAD S.A.,store,retail,-32.935252,-68.783255
Vinocor Argentina SA,store,retail,-32.929489,-68.809465
Daniel Sabatini Productos Químicos S.R.L.,store,retail,-32.93484,-68.786103
Copy Uno,store,retail,-32.9030325,-68.793696
BABY´S JUEGOS MENDOZA,store,retail,-32.90314499999999,-68.76514399999999
EGP S.A.,store,retail,-32.9108505,-68.80157969999999
Automotive General San Martin,store,retail,-32.91060900000001,-68.777129
Materiales Urquiza,store,retail,-32.927211,-68.795464
Ficamen SA - Official Dealer IVECO in Cuyo,store,retail,-32.93448799999999,-68.78436599999999
Giuffre Maderas,store,retail,-32.9127795,-68.76408049999999
Forner SRL,store,retail,-32.93213100000001,-68.796576
